step,episode,return,actor_loss,critic_loss,noise_std,eval_mean_return,eval_success_rate
5872,45,-56.08735557404418,-0.005766622722148895,10.143811225891113,0.37064,,
5909,46,19.397641728899266,0.13207228481769562,5.527825355529785,0.37045500000000003,,
6000,47,-368.7180819570542,-0.27678951621055603,1.8316694498062134,0.37,-2140.4337248154443,0.4
6105,47,-1171.5761990715719,-0.23177608847618103,4.130018711090088,0.369475,,
6260,48,-553.8299520074776,-0.13923518359661102,2.5480213165283203,0.3687,,
6307,49,-148.75755408114964,-0.39022642374038696,7.635287761688232,0.36846500000000004,,
6376,50,-4.256979334469166,-0.07195499539375305,2.7919301986694336,0.36812,,
6553,51,-147.46828387698585,-0.09696038067340851,5.330005168914795,0.36723500000000003,,
6609,52,-202.07816795146067,-0.19053281843662262,3.8699049949645996,0.36695500000000003,,
6725,53,-29.04685694264056,0.14818228781223297,3.941112756729126,0.366375,,
6829,54,-220.77744160231137,-0.5996994376182556,2.104612350463867,0.36585500000000004,,
6961,55,-43.37358246906817,-0.0703476145863533,1.240192174911499,0.36519500000000005,,
7031,56,-225.93366987784145,-0.46734362840652466,6.349911689758301,0.36484500000000003,,
7113,57,-129.8192437271196,-0.256473571062088,3.502725124359131,0.364435,,
7154,58,-22.574557301255716,-0.6144919991493225,4.018463611602783,0.36423,,
7259,59,-4.1919298035374535,-0.47675061225891113,3.0051960945129395,0.363705,,
7282,60,22.697603757362224,-0.3084544539451599,4.626581192016602,0.36359,,
7324,61,-47.49145350447821,-0.43835756182670593,5.106147766113281,0.36338000000000004,,
7391,62,-21.245199627103673,-0.4949879050254822,4.832700252532959,0.363045,,
7435,63,-28.54797712645415,-0.6719526648521423,6.680695533752441,0.362825,,
7502,64,-1.5067101109672905,-0.7293473482131958,4.040439605712891,0.36249000000000003,,
7581,65,27.715269751507527,-0.48167338967323303,2.530247688293457,0.362095,,
7596,66,19.75071150062771,-0.8706572651863098,9.245412826538086,0.36202,,
7626,67,18.929543823295422,-0.6619499921798706,5.553389072418213,0.36187,,
7659,68,-129.5973981127796,-0.6785323619842529,4.842320919036865,0.361705,,
7688,69,-155.8237468290971,-0.5819726586341858,2.982734203338623,0.36156,,
7761,70,-24.47053297753392,-0.8271971940994263,6.378308296203613,0.36119500000000004,,
7829,71,-21.123968041803074,-0.8758176565170288,6.132484436035156,0.36085500000000004,,
7874,72,-28.186241737963535,-0.8964344263076782,3.5690832138061523,0.36063,,
7914,73,-29.94750045215768,-0.693230152130127,5.714195728302002,0.36043000000000003,,
7933,74,-6.456342250276974,-0.7238118648529053,1.6359965801239014,0.360335,,
7998,75,-93.26506230224088,-0.6251647472381592,3.136345863342285,0.36001000000000005,,
8000,76,-24.334277417540466,-0.22802889347076416,6.002285957336426,0.36000000000000004,-2335.843571962681,0.4
8060,76,-146.09895739668835,-0.5447505712509155,2.934401035308838,0.3597,,
8124,77,-98.79774920207004,-0.8072553277015686,4.633401870727539,0.35938000000000003,,
8167,78,-29.75873615079252,-0.7167420387268066,4.363411903381348,0.359165,,
8250,79,-18.479392706800283,-0.37578901648521423,4.306665420532227,0.35875,,
8278,80,26.663176865264184,-0.481221467256546,4.050145626068115,0.35861000000000004,,
8302,81,-31.723374489353347,-0.5015701651573181,4.445112705230713,0.35849000000000003,,
8352,82,24.162060732970037,-1.2219822406768799,2.008782386779785,0.35824,,
8383,83,27.09989986017726,-0.6361087560653687,0.5802217125892639,0.35808500000000004,,
8557,84,-116.87169405095644,-1.1103894710540771,7.249009132385254,0.357215,,
8622,85,-191.51545082032564,-0.9819982051849365,7.787707805633545,0.35689000000000004,,
8681,86,-97.44508551769295,-0.7098770141601562,4.852206707000732,0.356595,,
8772,87,-121.04014734782916,-0.6916922926902771,5.428963661193848,0.35614,,
8836,88,-26.93846246070715,-1.1483073234558105,3.3632278442382812,0.35582,,
8941,89,-272.1992751950098,-0.623082160949707,2.2673892974853516,0.355295,,
8960,90,-30.919189489204257,-0.6093284487724304,3.3250129222869873,0.3552,,
9048,91,-174.29556034584962,-0.6159822344779968,3.587174892425537,0.35476,,
9137,92,-124.9463875668583,-0.8926784992218018,4.315974235534668,0.35431500000000005,,
9158,93,-28.515232798854807,-0.940570056438446,5.370541095733643,0.35421,,
9187,94,-29.809715604035922,-0.5044575333595276,5.788122177124023,0.354065,,
9207,95,21.931068178755904,-0.5349305868148804,6.090980529785156,0.35396500000000003,,
9276,96,-125.55222636994029,-0.8404064774513245,4.501497268676758,0.35362000000000005,,
9304,97,-75.7744086049021,-0.6740921139717102,4.0361199378967285,0.35348,,
9338,98,-78.08501527442066,-0.7717745900154114,5.746606349945068,0.35331,,
9371,99,-9.017282415682415,-1.4448381662368774,4.605687618255615,0.35314500000000004,,
9419,100,22.729710815858716,-1.1190322637557983,4.257528305053711,0.352905,,
9442,101,-57.88111470895842,-1.0745068788528442,4.315154075622559,0.35279000000000005,,
9490,102,-201.22690490359705,-1.1039692163467407,4.544755458831787,0.35255000000000003,,
9665,103,-213.21370791449812,-1.1792865991592407,4.135194778442383,0.351675,,
9686,104,25.833890049522118,-1.0917658805847168,3.9499223232269287,0.35157000000000005,,
9732,105,-102.77432127405726,-1.2875758409500122,2.926957845687866,0.35134000000000004,,
9783,106,23.626830418251004,-1.0770717859268188,5.267409324645996,0.35108500000000004,,
9842,107,4.456586392015858,-1.5056675672531128,5.069220542907715,0.35079000000000005,,
9887,108,-80.87728729027839,-1.2256242036819458,4.978463172912598,0.350565,,
9966,109,-133.6604461006683,-1.0607517957687378,8.520200729370117,0.35017000000000004,,
10000,110,-88.53855914479823,-1.252556562423706,4.633580207824707,0.35000000000000003,-2421.000357294746,0.4
10005,110,-71.91406573126088,-1.1620749235153198,5.540562152862549,0.34997500000000004,,
10051,111,24.720430643716263,-1.1985862255096436,6.651412010192871,0.34974500000000003,,
10072,112,-76.98940276826562,-0.7337431311607361,9.730939865112305,0.34964,,
10085,113,19.08828748578869,-1.4240220785140991,5.302490234375,0.349575,,
10173,114,-281.27334071730354,-1.3282675743103027,2.8980674743652344,0.34913500000000003,,
10223,115,19.450037188467903,-0.9539861083030701,4.792344570159912,0.348885,,
10254,116,-21.839693999749898,-1.4350650310516357,4.712176322937012,0.34873000000000004,,
10319,117,-321.5237667988772,-0.2168560028076172,3.064105987548828,0.348405,,
10354,118,25.970745416502922,-1.0209640264511108,5.833309650421143,0.34823000000000004,,
10532,119,-441.15080589580015,-1.0326918363571167,2.449306011199951,0.34734000000000004,,
10613,120,29.1744380222953,-0.8767797946929932,7.699271202087402,0.346935,,
10707,121,-244.76206229571855,-1.1025060415267944,1.9931700229644775,0.346465,,
10725,122,20.323152509970846,-1.7520756721496582,3.4500679969787598,0.34637500000000004,,
10829,123,-394.9755993404494,-1.599456787109375,2.60148024559021,0.345855,,
10839,124,16.930633280868175,-1.1020762920379639,5.640395164489746,0.34580500000000003,,
10879,125,-80.00452085172378,-1.7383633852005005,6.782017707824707,0.34560500000000005,,
10907,126,-24.72729979842619,-0.8694155812263489,7.887855529785156,0.345465,,
10977,127,-40.52215945628284,-0.7131686210632324,5.913552761077881,0.345115,,
11003,128,-130.9411003706363,-1.727613925933838,5.554075717926025,0.34498500000000004,,
11020,129,15.483399613405627,-1.0186187028884888,3.804178237915039,0.34490000000000004,,
11217,130,-91.00297433358111,-1.1799108982086182,3.171934127807617,0.343915,,
11294,131,-72.89239192908725,-1.197800874710083,5.270707130432129,0.34353,,
11329,132,26.996190895365675,-1.2946972846984863,4.388439178466797,0.343355,,
11376,133,8.127087958811998,-0.3295642137527466,3.9473931789398193,0.34312000000000004,,
11415,134,-123.76602823913849,-1.102052092552185,4.586601257324219,0.34292500000000004,,
11423,135,-8.773357606874011,-1.5904195308685303,6.497185707092285,0.342885,,
11451,136,23.284167014206055,-1.3035295009613037,4.646559715270996,0.342745,,
11503,137,-51.89344732104839,-1.2386833429336548,4.486202239990234,0.34248500000000004,,
11543,138,-127.41344420088583,-0.8682809472084045,6.048859596252441,0.342285,,
11608,139,-51.07998488415416,-1.0027707815170288,8.395363807678223,0.34196000000000004,,
11640,140,-2.95895516391829,-0.4727635383605957,3.5245094299316406,0.3418,,
11670,141,-30.00583201659709,-1.1786856651306152,7.136928558349609,0.34165,,
11727,142,-150.28421935489968,-1.1920543909072876,2.4290130138397217,0.34136500000000003,,
11820,143,-415.9220340028703,-1.4352357387542725,5.726248741149902,0.34090000000000004,,
11885,144,-144.13876767340383,-1.1736536026000977,5.2677001953125,0.340575,,
11906,145,-4.637854251758055,-1.0802924633026123,4.906658172607422,0.34047000000000005,,
12000,146,-86.7337779449221,-0.48870736360549927,3.5102157592773438,0.34,-4091.918810185679,0.2
12016,146,-70.70538822451392,-1.047380805015564,3.0233540534973145,0.33992,,
12061,147,-206.37577018132356,-1.227722406387329,3.8140902519226074,0.339695,,
12143,148,-18.362813817050768,-1.159747838973999,5.1368608474731445,0.339285,,
12200,149,18.030314429012805,-1.1735960245132446,5.41057825088501,0.339,,
12246,150,-149.41828989455834,-1.337407112121582,4.276051044464111,0.33877,,
12273,151,-24.878914605654128,-1.4185333251953125,2.527589797973633,0.338635,,
12307,152,-19.546416834096547,-0.8810683488845825,3.842288017272949,0.338465,,
12313,153,-58.518008600227105,-0.9920345544815063,3.1630916595458984,0.33843500000000004,,
12495,154,-713.3395408956089,-0.9571641683578491,3.9883675575256348,0.337525,,
12547,155,27.70060610057162,-0.8795058727264404,2.5742990970611572,0.33726500000000004,,
12583,156,-81.03829347160314,-0.7936831712722778,3.163926601409912,0.337085,,
12611,157,-52.767925265721615,-1.0462908744812012,0.6805107593536377,0.33694500000000005,,
12657,158,22.48478523113413,-1.5324554443359375,0.9093137383460999,0.33671500000000004,,
12667,159,-31.631914622195545,-0.7953708171844482,2.411836862564087,0.336665,,
12682,160,-32.44419713420125,-0.7427545785903931,2.947990894317627,0.33659000000000006,,
12725,161,-54.407045906353126,-1.0282617807388306,2.997039318084717,0.33637500000000004,,
12771,162,-175.27161511192253,-0.7874541282653809,3.0637643337249756,0.336145,,
12834,163,-102.44592623080267,-1.2474035024642944,2.1624789237976074,0.33583,,
12849,164,19.966248639518202,-1.0762690305709839,3.6425487995147705,0.335755,,
12897,165,-76.1305606661422,-0.8018575310707092,4.73845911026001,0.335515,,
12911,166,-33.64407579242746,-0.5128540992736816,1.8092384338378906,0.335445,,
13055,167,9.904550200115995,-1.2934750318527222,4.66745138168335,0.33472500000000005,,
13076,168,-26.67826581846672,-1.0282022953033447,3.119513988494873,0.33462000000000003,,
13087,169,18.028451663344967,-1.3587779998779297,3.6636829376220703,0.334565,,
13101,170,21.06870733087402,-0.19958366453647614,3.9593119621276855,0.33449500000000004,,
13133,171,-29.39334462154151,-0.8169254660606384,4.475706100463867,0.33433500000000005,,
13165,172,-75.84516708562282,-1.0623877048492432,3.782710075378418,0.334175,,
13191,173,19.669354567218704,-0.945726215839386,3.580284595489502,0.33404500000000004,,
13228,174,-49.60186827336665,-1.1886907815933228,3.9993715286254883,0.33386000000000005,,
13402,175,-384.9061195804606,-1.4207521677017212,4.202134132385254,0.33299,,
13438,176,-24.03978893341639,-1.0000660419464111,4.405805587768555,0.33281000000000005,,
13635,177,-643.0376863847181,-1.1272804737091064,4.541295528411865,0.33182500000000004,,
13701,178,-481.4710553425463,-0.6829545497894287,2.939894199371338,0.33149500000000004,,
13730,179,16.101776041426195,-1.4316447973251343,3.9462385177612305,0.33135000000000003,,
13782,180,-77.54748597581252,-1.2603743076324463,6.260287284851074,0.33109,,
13846,181,-29.079807824974775,-0.023394010961055756,4.679316520690918,0.33077,,
13874,182,-32.79600021694365,-0.8795440196990967,3.2569570541381836,0.33063000000000003,,
13933,183,22.527614938027618,-1.3927741050720215,1.0790305137634277,0.33033500000000005,,
13990,184,19.430998228655405,-0.7609694004058838,6.434354782104492,0.33005,,
14000,185,1.0343763995769621,-0.7087286114692688,5.13184118270874,0.33,-1268.2952351117272,0.8
14026,185,-1.4631866978265737,-0.5770475268363953,5.963809967041016,0.32987,,
14051,186,-27.676615795642206,-2.1139438152313232,5.690898418426514,0.329745,,
14080,187,-75.48955099748171,-0.5244290828704834,5.664211273193359,0.3296,,
14163,188,-6.6941308951401375,-0.6799683570861816,7.601495742797852,0.329185,,
14180,189,-1.3191364209536527,-0.7340109348297119,4.469306945800781,0.3291,,
14226,190,23.63986932711891,-0.4873139262199402,6.961906433105469,0.32887,,
14322,191,-70.094095633097,-0.78668212890625,8.453543663024902,0.32839,,
14345,192,18.62444170875467,-0.8756289482116699,2.23517107963562,0.32827500000000004,,
14534,193,-283.03517996702817,-0.0663599967956543,2.361678123474121,0.32733,,
14601,194,-424.73765405969647,-0.5755957961082458,5.53060245513916,0.32699500000000004,,
14633,195,-6.2255732128288095,-0.3484311103820801,3.6968398094177246,0.32683500000000004,,
14685,196,-127.51909468413535,-1.1319586038589478,5.202315330505371,0.326575,,
14732,197,-0.019503745376988846,-0.759706437587738,6.610438346862793,0.32634,,
14949,198,-295.7094727824973,0.08526425063610077,4.680522441864014,0.325255,,
14986,199,0.18982665281982314,-0.23750250041484833,9.837423324584961,0.32507,,
15013,200,-76.9250699594581,-1.0869231224060059,5.646390914916992,0.32493500000000003,,
15065,201,-44.88542057897529,-0.3908931314945221,3.8589353561401367,0.32467500000000005,,
15138,202,-45.569621219058135,-0.28877192735671997,6.341714382171631,0.32431000000000004,,
15168,203,-52.6800217636993,-0.0012985318899154663,5.364848613739014,0.32416,,
15205,204,-29.302275787160042,-0.21534904837608337,7.500901699066162,0.323975,,
15213,205,-58.644851264570235,-0.7659887075424194,7.262796878814697,0.32393500000000003,,
15243,206,-1.0526353152398062,-0.2562296986579895,4.957248687744141,0.323785,,
15340,207,-33.11315881894184,-0.7528696060180664,3.57450270652771,0.32330000000000003,,
15374,208,-44.25083728585355,-0.7056310176849365,4.0176897048950195,0.32313000000000003,,
15400,209,-77.11142286465464,-0.879417359828949,3.2385306358337402,0.323,,
15451,210,-273.4701949040858,-1.0833656787872314,5.097066879272461,0.322745,,
15455,211,16.519452201327073,-0.6236929893493652,6.141550064086914,0.32272500000000004,,
15482,212,2.1562082046605617,-0.8154799342155457,6.1647539138793945,0.32259000000000004,,
15533,213,-146.58149726402218,-0.91935795545578,7.667639255523682,0.32233500000000004,,
15607,214,34.800945949223795,-0.7096402645111084,7.115109920501709,0.32196500000000006,,
15620,215,-31.557115559209684,-0.43163785338401794,3.951028823852539,0.3219,,
15654,216,-56.8279063410826,-0.988332986831665,4.029759883880615,0.32173,,
15680,217,-101.87640128663142,-0.43531954288482666,6.481986045837402,0.3216,,
15725,218,-128.16050837746107,-0.7490319609642029,4.676034927368164,0.321375,,
15738,219,-6.895706384677707,-0.7070657014846802,7.6108245849609375,0.32131000000000004,,
15775,220,31.70332383023879,-0.6395264863967896,3.0553622245788574,0.321125,,
15819,221,23.686095368595687,-0.02046099305152893,5.239376544952393,0.320905,,
15862,222,-301.25150707776584,-1.270157814025879,2.3678157329559326,0.32069000000000003,,
15898,223,-122.2291435315849,-0.2574901580810547,7.978081703186035,0.32051,,
15908,224,17.87190373266058,-0.8444406986236572,5.230194091796875,0.32046,,
15930,225,-7.299322823217819,0.06414872407913208,2.459132194519043,0.32035,,
16000,226,-64.62202998788356,-0.8046584725379944,4.678483963012695,0.32,-2048.4633852460775,0.2
16161,226,-191.39509587429814,-0.9369550347328186,4.895219802856445,0.319195,,
16202,227,-3.2855967989011923,0.03889434039592743,4.521248817443848,0.31899,,
16216,228,18.604295445789024,-0.9730457663536072,3.7638044357299805,0.31892000000000004,,
16277,229,8.689366888877732,0.00018083304166793823,2.7275331020355225,0.31861500000000004,,
16339,230,-197.5473464313918,-0.8057414293289185,5.251381874084473,0.318305,,
16340,231,15.765233591757145,0.07247425615787506,2.5629448890686035,0.3183,,
16369,232,-50.99894192734155,-0.7247268557548523,3.6255388259887695,0.318155,,
16567,233,-690.6700445636081,-0.4299093186855316,5.5396294593811035,0.31716500000000003,,
16593,234,-27.4918460349909,-0.5819573998451233,6.209506988525391,0.317035,,
16689,235,-271.86952853525696,-0.308988094329834,4.303355693817139,0.31655500000000003,,
16713,236,-1.940120798064692,-1.260864019393921,3.5420517921447754,0.316435,,
16738,237,-25.725856340688605,-0.43397247791290283,4.567181587219238,0.31631000000000004,,
16792,238,29.643133505419605,-0.2145651876926422,3.490598678588867,0.31604,,
16807,239,-7.246650159122904,-1.0359033346176147,3.1575942039489746,0.31596500000000005,,
16894,240,-342.5586489848434,-0.4219273328781128,2.464315891265869,0.31553000000000003,,
16910,241,22.531757273701277,-0.13271987438201904,3.774049758911133,0.31545,,
16936,242,23.065563357805985,-0.3609215319156647,4.048565864562988,0.31532000000000004,,
16970,243,-51.25798478279253,-0.3859107196331024,3.18619966506958,0.31515000000000004,,
17020,244,-356.2756960197291,-0.7678266763687134,3.652721881866455,0.3149,,
17061,245,-0.18701652762393017,-0.03995908796787262,4.659366607666016,0.314695,,
17075,246,-3.170217743577023,-0.517224133014679,1.332708716392517,0.31462500000000004,,
17126,247,-75.75040272891337,-0.2588980793952942,4.2414350509643555,0.31437000000000004,,
17132,248,18.423704731873705,-1.165164589881897,4.463481903076172,0.31434,,
17167,249,4.004161545901384,0.17105001211166382,6.999451637268066,0.314165,,
17195,250,0.4430575853337526,0.27560916543006897,3.166639566421509,0.314025,,
17252,251,-69.17858579349397,-0.3157016932964325,3.7534756660461426,0.31374,,
17311,252,-45.170838461208206,-0.0641259104013443,5.640718460083008,0.31344500000000003,,
17355,253,25.72241457657305,-0.29620644450187683,6.5526957511901855,0.31322500000000003,,
17389,254,-47.49506016716326,-0.49170488119125366,4.055986404418945,0.313055,,
17408,255,19.13701302319769,0.0970020666718483,8.125526428222656,0.31296,,
17482,256,-0.5898362619487134,-0.5796219706535339,6.028233051300049,0.31259000000000003,,
17510,257,-103.77470872214951,-0.4864213466644287,4.950249671936035,0.31245,,
17521,258,20.95437001233883,0.023769740015268326,8.524759292602539,0.31239500000000003,,
17743,259,-412.7759783173289,-0.4772605895996094,3.0519745349884033,0.31128500000000003,,
17886,260,-20.361097965673558,-0.7099250555038452,3.0607810020446777,0.31057,,
17915,261,-1.6217920849153096,0.013270765542984009,5.073272705078125,0.310425,,
17931,262,22.259345175106347,-0.5292150974273682,5.4267730712890625,0.31034500000000004,,
17982,263,-169.8289576251888,-0.04432808607816696,5.834823131561279,0.31009000000000003,,
18000,264,-48.13684567473626,0.148875892162323,6.144525527954102,0.31000000000000005,-1722.0405317147463,0.6
18049,264,-101.516352985296,-0.28676527738571167,4.401026248931885,0.309755,,
18090,265,-71.94233297314078,-1.1140937805175781,6.420916557312012,0.30955,,
18129,266,-175.53442156978724,-0.05980818346142769,3.264772891998291,0.30935500000000005,,
18139,267,20.457822650695817,-0.6014060378074646,3.40848445892334,0.30930500000000005,,
18161,268,-51.8768236411821,-0.07180902361869812,7.68589448928833,0.309195,,
18195,269,-77.15969577803904,-1.3478392362594604,3.5226757526397705,0.309025,,
18224,270,17.80835180341523,0.7526142597198486,4.451289176940918,0.30888000000000004,,
18263,271,-147.88778915734432,-0.662136971950531,2.494149684906006,0.30868500000000004,,
18305,272,-129.12883144705853,0.4530896544456482,5.489930152893066,0.30847500000000005,,
18336,273,-25.94729230920129,-0.3276340961456299,5.26066255569458,0.30832000000000004,,
18340,274,15.777524770426933,-0.6422513127326965,5.543978691101074,0.3083,,
18395,275,2.506343050022867,-0.10804282128810883,2.363966941833496,0.308025,,
18431,276,-126.08261646045156,0.2467227280139923,4.443262100219727,0.30784500000000004,,
18635,277,-368.5777245829872,0.19936424493789673,5.296817779541016,0.306825,,
18647,278,17.451099652397385,-0.36880800127983093,5.071603775024414,0.306765,,
18737,279,-71.08992973611979,-0.8302875757217407,6.794240951538086,0.306315,,
18744,280,17.786497630356784,-0.48677951097488403,2.967052459716797,0.30628,,
18942,281,-114.44395362256333,-0.20656141638755798,2.5698699951171875,0.30529,,
18993,282,3.753375188735969,-0.6245579719543457,3.0236449241638184,0.30503500000000006,,
19029,283,26.919112525037704,0.6747682690620422,3.6326699256896973,0.30485500000000004,,
19058,284,-76.21796229425394,0.4958578944206238,4.4777374267578125,0.30471000000000004,,
19099,285,-21.968531292379517,-0.3985598087310791,2.8744802474975586,0.304505,,
19135,286,21.16292320706983,-0.05035146325826645,5.215887069702148,0.304325,,
19183,287,-25.17655127558048,-0.5652676820755005,2.9647369384765625,0.30408500000000005,,
19211,288,-9.15082841608043,-0.001219242811203003,3.314220905303955,0.303945,,
19247,289,-74.8155782067819,-0.06788669526576996,2.9848580360412598,0.303765,,
19257,290,-7.399964128592005,0.7859422564506531,5.773580074310303,0.303715,,
19288,291,25.058609648253963,0.12511710822582245,5.2987871170043945,0.30356000000000005,,
19310,292,0.28718987852102096,0.18383917212486267,4.366128444671631,0.30345,,
19327,293,-4.768053244636709,-0.12089893966913223,6.41450834274292,0.303365,,
19342,294,-130.5109725800095,0.23693294823169708,4.006735324859619,0.30329,,
19364,295,18.558725703748756,0.19440984725952148,2.5759081840515137,0.30318,,
19381,296,-30.92340970204755,0.451433926820755,3.2288074493408203,0.303095,,
19413,297,21.617663934949377,0.4234926700592041,5.150335311889648,0.302935,,
19467,298,26.70038810049122,-0.024461954832077026,5.883957862854004,0.302665,,
19494,299,-50.62320612571826,0.4788830876350403,2.9367289543151855,0.30253,,
19500,300,-58.350215286528595,0.2604988217353821,3.5212159156799316,0.3025,,
19536,301,26.703148199796196,-0.4337034225463867,4.632913589477539,0.30232000000000003,,
19558,302,-6.92198262815336,-0.49044662714004517,5.446624279022217,0.30221000000000003,,
19632,303,-120.7139091990271,0.14654198288917542,0.937117338180542,0.30184,,
19647,304,-54.5552950611841,-0.6896697282791138,5.979462623596191,0.301765,,
19661,305,15.493307189569013,0.08050163090229034,4.495946884155273,0.30169500000000005,,
19724,306,-47.99299804946169,-0.7628085017204285,1.6036067008972168,0.30138000000000004,,
19780,307,-41.406856365921435,-0.2385701835155487,4.563896656036377,0.30110000000000003,,
19785,308,15.818687245445224,0.7115089893341064,3.633713483810425,0.30107500000000004,,
19833,309,-73.64122067853975,-0.2117060422897339,2.463380813598633,0.300835,,
19856,310,22.568601482140583,0.27434036135673523,5.450998306274414,0.30072000000000004,,
19872,311,18.434417457639483,0.270635187625885,3.1704282760620117,0.30064,,
19919,312,-127.50768433233667,-0.22142061591148376,4.435989856719971,0.30040500000000003,,
19960,313,21.530831395270567,0.48651206493377686,3.2201836109161377,0.3002,,
20000,314,9.66475536514743,0.4869651198387146,3.337174415588379,0.30000000000000004,-2077.041485613667,0.4
20036,314,-143.16969961891598,0.2486024647951126,5.6454010009765625,0.29982000000000003,,
20068,315,-57.96015949435557,0.12376927584409714,5.717167854309082,0.29966000000000004,,
20104,316,20.79250536420951,0.9292964935302734,2.4665579795837402,0.29948,,
20126,317,-56.021497570758385,0.5827085375785828,2.2537693977355957,0.29937,,
20145,318,-57.86348952685194,1.03180992603302,4.847720146179199,0.299275,,
20149,319,16.95545794142888,-0.013920336961746216,5.406871795654297,0.29925500000000005,,
20227,320,-17.97409723898027,-0.5509788393974304,1.6448743343353271,0.29886500000000005,,
20246,321,20.297448018575146,0.1702432483434677,2.1017560958862305,0.29877000000000004,,
20284,322,-93.65734082438263,-0.3002469539642334,5.226799964904785,0.29858,,
20306,323,-24.72047709027541,-0.13347604870796204,6.059609889984131,0.29847,,
20353,324,-220.64969054338258,0.1612040102481842,2.4682023525238037,0.29823500000000003,,
20401,325,-46.07271657363857,-0.42092835903167725,3.693851947784424,0.297995,,
20468,326,-118.17778583762738,1.0468031167984009,6.74632453918457,0.29766000000000004,,
20507,327,28.382018597861197,-0.06635481119155884,3.1662869453430176,0.29746500000000003,,
20526,328,22.497913569957223,-0.2574046552181244,3.9317822456359863,0.29737,,
20538,329,17.44447887702333,0.21950498223304749,6.061634540557861,0.29731,,
20622,330,-521.7498953233764,0.5384222269058228,3.9699532985687256,0.29689000000000004,,
20664,331,-133.2056623917997,0.03236359357833862,1.848264217376709,0.29668000000000005,,
20714,332,-49.03051848883868,-0.8125305771827698,6.047396183013916,0.29643,,
20759,333,-250.61952258183697,0.32018136978149414,2.4815027713775635,0.29620500000000005,,
20793,334,-123.5508540937606,0.5006346702575684,6.063655376434326,0.29603500000000005,,
20837,335,-120.481235080243,0.39958783984184265,4.490780830383301,0.29581500000000005,,
