step,episode,return,actor_loss,critic_loss,noise_std,eval_mean_return,eval_success_rate
20885,336,0.28119041263098055,0.2694648206233978,5.116422653198242,0.29557500000000003,,
20908,337,2.3305930789776923,0.5356046557426453,7.612046718597412,0.29546000000000006,,
20921,338,20.074427853781053,-0.0037147551774978638,3.8496761322021484,0.295395,,
20946,339,23.286226148096112,0.23238863050937653,6.165972709655762,0.29527000000000003,,
20962,340,17.577179591587374,0.2921451926231384,5.2297258377075195,0.29519,,
20996,341,29.142429760584207,0.5049348473548889,3.969999313354492,0.29502,,
21010,342,21.429869104689924,0.637421727180481,6.571550369262695,0.29495000000000005,,
21037,343,29.079800419654646,0.08779031783342361,4.516210556030273,0.29481500000000005,,
21090,344,-271.31651198444945,0.5679509043693542,5.927041053771973,0.29455000000000003,,
21125,345,-70.74552782397811,0.046868596225976944,2.745494842529297,0.29437500000000005,,
21132,346,16.644865747301996,0.19696295261383057,2.564126968383789,0.29434000000000005,,
21173,347,-68.3596689739864,0.7146589159965515,3.5016117095947266,0.29413500000000004,,
21229,348,-24.152047617785804,0.23358401656150818,4.523995399475098,0.29385500000000003,,
21256,349,-77.363413960437,0.024743884801864624,2.195418357849121,0.29372000000000004,,
21280,350,18.129846835969524,0.38356077671051025,2.7876999378204346,0.2936,,
21310,351,-23.711054053449946,1.0278987884521484,7.259413719177246,0.29345,,
21367,352,-47.44210644409998,-0.10489445924758911,6.26155948638916,0.293165,,
21573,353,-309.78943238864275,0.8744896054267883,4.996598243713379,0.29213500000000003,,
21609,354,-103.16149451771325,0.18932855129241943,4.437519550323486,0.291955,,
21626,355,23.189809593412903,0.8619786500930786,5.715120792388916,0.29187,,
21676,356,5.443270447119156,0.5889486074447632,4.679720878601074,0.29162,,
21691,357,26.598737827324868,0.7725595831871033,5.625249862670898,0.29154500000000005,,
21713,358,-7.920110959010762,0.5357219576835632,4.4466400146484375,0.291435,,
21731,359,-0.9849770330067642,0.20940536260604858,3.7250890731811523,0.291345,,
21732,360,15.374834136501404,0.8484972715377808,4.409237861633301,0.29134000000000004,,
21753,361,-3.651021487262655,0.559172511100769,4.703368186950684,0.291235,,
21807,362,-44.759159413678276,-0.11430605500936508,3.326961040496826,0.29096500000000003,,
21871,363,-69.29126027363134,0.35960495471954346,5.355473518371582,0.29064500000000004,,
21891,364,-27.74758821079938,0.12494100630283356,2.979733467102051,0.29054500000000005,,
21923,365,30.80335218500477,0.4397096633911133,6.327686309814453,0.290385,,
21952,366,-1.6525771245368706,1.065075397491455,2.4100098609924316,0.29024000000000005,,
21979,367,21.12468287115477,0.845777153968811,1.4875822067260742,0.290105,,
22000,368,-168.8352430086412,0.36119645833969116,2.487790584564209,0.29000000000000004,-1077.9962822591501,0.6
22021,368,-275.07500017763317,0.1304866075515747,3.978515148162842,0.289895,,
22034,369,16.569232781109985,-0.15404245257377625,3.1440324783325195,0.28983000000000003,,
22077,370,-4.977287593554816,0.6498420238494873,7.133828163146973,0.289615,,
22103,371,22.3267565988375,-0.17505237460136414,4.379779815673828,0.289485,,
22139,372,-18.31012728341507,-0.6169360876083374,2.9530205726623535,0.28930500000000003,,
22164,373,-29.344236030846965,0.7208741903305054,4.510963439941406,0.28918,,
22219,374,-50.39333326449223,0.06262507289648056,3.0981993675231934,0.288905,,
22239,375,-28.12306806050266,0.28459984064102173,4.8446526527404785,0.28880500000000003,,
22248,376,17.626667831935453,0.4587842524051666,3.9083290100097656,0.28876,,
22268,377,22.174263373956684,-0.20290344953536987,1.6105252504348755,0.28866,,
22295,378,24.622162790494556,0.3730784058570862,4.090841770172119,0.28852500000000003,,
22317,379,-33.728158574343304,0.3559741675853729,1.5978766679763794,0.28841500000000003,,
22354,380,-204.15221856584068,0.5413364171981812,5.498512268066406,0.28823000000000004,,
22373,381,25.784886142314168,0.3752062916755676,5.701993942260742,0.28813500000000003,,
22392,382,-55.95387379876297,1.447108268737793,3.1224446296691895,0.28804,,
22417,383,21.14727326890434,-0.6493135094642639,3.3145229816436768,0.28791500000000003,,
22433,384,21.208891154435136,0.5648314356803894,8.09007453918457,0.287835,,
22467,385,-17.39572868793341,0.050712183117866516,3.7988057136535645,0.287665,,
22472,386,17.41999865663344,0.1954914629459381,1.5434784889221191,0.28764,,
22492,387,21.742220999494855,-0.9706331491470337,3.7550840377807617,0.28754,,
22512,388,24.37573604169507,0.005573665723204613,2.575577974319458,0.28744000000000003,,
22555,389,35.111733126775434,-0.41411104798316956,4.988505840301514,0.287225,,
22567,390,18.2895605325574,0.6837006211280823,2.190746784210205,0.287165,,
22582,391,-31.290462301049317,0.918487548828125,3.2149672508239746,0.28709,,
22603,392,27.541509427040516,0.5069404244422913,7.562242031097412,0.28698500000000005,,
22831,393,-2614.8165011083506,0.672663688659668,1.2598515748977661,0.285845,,
22847,394,-53.70617496647035,0.2999635934829712,6.456077575683594,0.28576500000000005,,
22855,395,18.16922790770372,0.33777445554733276,5.242412567138672,0.285725,,
22891,396,-257.57802094127845,0.6612730026245117,3.202676296234131,0.28554500000000005,,
22903,397,23.289220762946687,0.16565045714378357,6.787320137023926,0.285485,,
22937,398,-199.6077804698017,0.6425423622131348,6.606167793273926,0.28531500000000004,,
22971,399,2.0073882123897633,0.8390921354293823,5.328436851501465,0.28514500000000004,,
23010,400,-45.072166557106755,0.4385865032672882,3.6418652534484863,0.28495000000000004,,
23039,401,-95.10541117076528,0.21776314079761505,3.9901199340820312,0.28480500000000003,,
23042,402,16.498707312625445,-0.16584908962249756,2.664167642593384,0.28479,,
23073,403,26.286838207889897,0.6535458564758301,5.940919876098633,0.284635,,
23117,404,29.672027431887994,0.442808598279953,3.560060977935791,0.28441500000000003,,
23178,405,-72.73823047495323,0.41368117928504944,6.890500545501709,0.28411000000000003,,
23189,406,-5.710286121245497,1.1374258995056152,8.388383865356445,0.284055,,
23229,407,-46.13168253197753,1.0336934328079224,1.459083080291748,0.283855,,
23263,408,-152.77211222669567,1.202770471572876,3.966287851333618,0.283685,,
23280,409,24.241145218631086,0.2807077467441559,2.542555570602417,0.2836,,
23293,410,-105.74607835448914,0.2984536290168762,1.9276102781295776,0.28353500000000004,,
23348,411,-145.0923310556331,0.6937570571899414,5.399062633514404,0.28326,,
23373,412,-53.692661636370964,-0.28232255578041077,6.814380645751953,0.283135,,
23391,413,-31.70546907050562,0.8515776991844177,4.281330108642578,0.283045,,
23427,414,-19.99013642279001,0.6636791825294495,6.706181049346924,0.28286500000000003,,
23453,415,28.4546612586455,0.4116596579551697,2.408010482788086,0.282735,,
23676,416,-2696.247672726827,0.7354823350906372,8.666160583496094,0.28162000000000004,,
23755,417,-143.32339163633173,0.887089192867279,4.391822338104248,0.281225,,
23787,418,0.1714652544805233,0.34709611535072327,5.4415788650512695,0.281065,,
23806,419,23.92812510900982,0.7546944618225098,3.860316276550293,0.28097000000000005,,
23828,420,20.810430259204782,0.32212889194488525,7.578516960144043,0.28086,,
23858,421,0.04912378596388933,0.49930340051651,3.362643241882324,0.28071,,
23873,422,24.492626582154905,0.7374528646469116,3.7760586738586426,0.280635,,
23899,423,-6.660189661107276,1.0904874801635742,5.5862627029418945,0.280505,,
23918,424,-56.461528319792166,0.8147717714309692,9.53726577758789,0.28041000000000005,,
23936,425,17.158634615665733,0.88864666223526,3.7501847743988037,0.28032,,
23953,426,-50.703408206151245,0.6012441515922546,3.5128955841064453,0.280235,,
23984,427,2.960210708727626,0.4361831843852997,7.571516036987305,0.28008,,
24000,428,7.215235513646739,0.44397732615470886,4.859195709228516,0.28,-1183.9999092227426,0.6
24013,428,-19.969319080484425,1.1903151273727417,1.7437207698822021,0.27993500000000004,,
24056,429,26.774720224329748,0.31243377923965454,6.943594932556152,0.27972,,
24113,430,-25.037956653895172,0.06651222705841064,5.468991279602051,0.279435,,
24123,431,21.327337468710095,0.5999137759208679,5.26123046875,0.279385,,
24145,432,21.44880042981492,0.21839353442192078,3.9842569828033447,0.27927500000000005,,
24171,433,-103.04032552995655,0.27284255623817444,3.451493978500366,0.27914500000000003,,
24181,434,16.55094069420946,0.010357610881328583,5.4396538734436035,0.27909500000000004,,
24185,435,15.374960222371385,-0.007027089595794678,4.117488861083984,0.279075,,
24220,436,-123.58965082021791,-0.09440440684556961,2.4518237113952637,0.27890000000000004,,
24264,437,-0.5678541403840107,0.38961464166641235,3.9112682342529297,0.27868000000000004,,
24297,438,26.484529899798424,0.023655004799365997,1.7746894359588623,0.278515,,
24338,439,-104.22938893227204,1.2358009815216064,4.715206146240234,0.27831,,
24370,440,22.959411006672983,0.3955078125,8.174461364746094,0.27815,,
24416,441,-43.19934877206289,1.3303935527801514,4.1862640380859375,0.27792000000000006,,
24456,442,-178.41087915558077,0.021981745958328247,5.0133562088012695,0.27772,,
24498,443,31.561270984662844,0.8531041741371155,6.794613838195801,0.27751000000000003,,
24522,444,-25.848711755758234,0.16534623503684998,5.42424201965332,0.27739,,
24555,445,-42.50301733425259,-0.1435096263885498,4.150434494018555,0.27722500000000005,,
24557,446,15.973138520089718,0.057988956570625305,7.744503021240234,0.277215,,
24610,447,-117.961750342495,0.8047618269920349,4.481474876403809,0.27695000000000003,,
24633,448,21.13801566138585,0.9253474473953247,7.2607741355896,0.27683500000000005,,
24639,449,17.54904787949918,0.5798903107643127,6.385714530944824,0.276805,,
24681,450,-22.478024811836285,0.6643354892730713,2.3819613456726074,0.27659500000000004,,
24704,451,25.128890305748058,1.2158336639404297,2.440455198287964,0.27648,,
24731,452,3.445163784249381,0.695942759513855,5.557195663452148,0.276345,,
24792,453,-72.39771563914748,-0.1875956505537033,8.09221076965332,0.27604,,
24820,454,26.116704960969805,0.04188132286071777,4.518362522125244,0.27590000000000003,,
24860,455,25.701752042705877,1.022794246673584,3.3101816177368164,0.27570000000000006,,
24886,456,18.074731955628454,0.5648925304412842,5.626239776611328,0.27557000000000004,,
24909,457,-0.9607774445206765,1.62128746509552,8.61790943145752,0.275455,,
24919,458,-31.91604825515224,0.5766070485115051,4.607354164123535,0.275405,,
24944,459,25.309373698751077,-0.05584248900413513,4.5826802253723145,0.27528,,
24977,460,-3.4013688054905433,1.2520546913146973,2.242245674133301,0.275115,,
25006,461,-98.25343928393323,0.6077771186828613,3.9694395065307617,0.27497000000000005,,
25032,462,26.084748111402895,0.8055592179298401,3.496821165084839,0.27484000000000003,,
25072,463,-148.3794357317287,-0.07378661632537842,6.143553733825684,0.27464,,
25089,464,-4.745373575457737,1.1588225364685059,3.6839942932128906,0.274555,,
25121,465,26.561965348544916,0.6644998788833618,2.6155056953430176,0.27439500000000006,,
25145,466,4.658656755788668,0.07150568068027496,2.976916790008545,0.27427500000000005,,
25162,467,0.2509601021143837,0.6886850595474243,4.690762519836426,0.27419000000000004,,
25184,468,23.00301530575726,0.7423991560935974,4.191405296325684,0.27408,,
25226,469,-22.46062120827753,0.4249734878540039,6.118683815002441,0.27387000000000006,,
25241,470,19.782488580868794,0.3683561384677887,7.643918991088867,0.273795,,
25248,471,17.394010086531143,0.692924439907074,5.239368438720703,0.27376,,
25253,472,17.784307904769317,0.7984575033187866,0.7911736965179443,0.27373500000000006,,
25261,473,17.818429215014252,0.1589294821023941,4.57811164855957,0.273695,,
25292,474,3.1054429862429576,0.9446115493774414,3.30430269241333,0.27354,,
25327,475,7.687797814490631,0.9669266939163208,2.656093120574951,0.273365,,
25352,476,-4.1650005640304375,-0.34144794940948486,4.534255027770996,0.27324000000000004,,
25383,477,0.620317842959702,0.3022177517414093,4.267937660217285,0.273085,,
25397,478,22.050105631850062,1.260053038597107,2.422863721847534,0.273015,,
25421,479,2.7726282736883334,0.09832169115543365,1.2697075605392456,0.272895,,
25444,480,25.15424828464975,1.2202074527740479,6.659128665924072,0.27278,,
25715,481,-160.15064535498087,0.44674932956695557,3.4905285835266113,0.271425,,
25733,482,-5.674493592710267,0.4967424273490906,4.840788841247559,0.271335,,
25788,483,-172.23204148107232,0.2662966251373291,3.2659711837768555,0.27106,,
25830,484,-97.49473824446406,0.766152024269104,3.4845895767211914,0.27085000000000004,,
25832,485,15.92639361956906,0.3890122175216675,1.5938717126846313,0.27084,,
25868,486,6.348717449113993,0.4469448924064636,4.739522933959961,0.27066,,
25915,487,2.7494572357306435,0.06653644889593124,6.553764343261719,0.270425,,
25952,488,-71.82631596510407,-0.13972444832324982,2.350799560546875,0.27024000000000004,,
25972,489,-3.5479932282029853,0.4090835452079773,6.259554386138916,0.27014000000000005,,
26000,490,-143.57729845412953,0.7519046068191528,4.773301124572754,0.27,-1182.8887994574836,0.8
26020,490,-120.40953357590222,0.1133982390165329,8.551289558410645,0.26990000000000003,,
26071,491,-144.51158684077657,0.5789762735366821,5.580900192260742,0.269645,,
26100,492,22.422845758742255,0.9627355337142944,8.040504455566406,0.2695,,
26114,493,22.36908682978299,0.8784852623939514,4.34297513961792,0.26943000000000006,,
26158,494,-70.77049665418197,0.5972554087638855,4.316298484802246,0.26921000000000006,,
26229,495,-321.3984514140975,-0.002058558166027069,6.24263858795166,0.268855,,
26261,496,29.420550155264518,0.5074513554573059,7.580860137939453,0.268695,,
26296,497,-170.31385199259336,1.5596849918365479,5.286856651306152,0.26852,,
26357,498,-172.1342251209859,0.6311540603637695,5.034365653991699,0.268215,,
26376,499,-27.972143441568303,1.3338409662246704,4.9196391105651855,0.26812,,
26648,500,-40.50860565586211,0.4921278655529022,7.102945327758789,0.26676,,
26690,501,-24.38502925221875,0.9835156202316284,7.277852535247803,0.26655,,
26694,502,16.717866653263886,1.7040998935699463,3.5364043712615967,0.26653000000000004,,
26734,503,-66.32633224218256,0.47666800022125244,4.360881805419922,0.26633,,
26750,504,23.579517243196197,0.8276177048683167,4.433385848999023,0.26625,,
26771,505,-48.53808130623365,1.0077835321426392,4.611601829528809,0.266145,,
26813,506,11.255069291873106,0.7462344169616699,5.470575332641602,0.26593500000000003,,
26842,507,30.036557446098143,0.492702841758728,4.019209861755371,0.26579,,
26909,508,-216.1403227008537,0.35120517015457153,5.968972206115723,0.265455,,
26913,509,17.903551723957605,1.0001552104949951,6.556614398956299,0.26543500000000003,,
26940,510,24.028367724526056,0.8825366497039795,5.191751480102539,0.26530000000000004,,
26952,511,-4.47921837012645,1.2877898216247559,2.359121799468994,0.26524000000000003,,
26967,512,-56.42283064810022,0.355930894613266,5.428127288818359,0.265165,,
26978,513,21.677255943597242,0.21216166019439697,6.036439418792725,0.26511,,
27004,514,-24.295556660940065,0.9570016264915466,3.862342596054077,0.26498,,
27040,515,4.837182712745806,1.2380995750427246,4.075007915496826,0.26480000000000004,,
27098,516,-241.78578984813444,1.2312504053115845,2.5547454357147217,0.26451,,
27114,517,21.22477982440103,0.6830844879150391,2.302478313446045,0.26443000000000005,,
27125,518,-55.885012626194865,0.6673156023025513,5.797665596008301,0.264375,,
27136,519,18.23678790431098,0.8664606213569641,4.294687271118164,0.26432,,
27173,520,-69.25878757309614,0.48954689502716064,1.619634747505188,0.264135,,
27191,521,22.12583962411887,1.7753016948699951,4.883953094482422,0.26404500000000003,,
27202,522,-54.97130921071114,0.7918804883956909,7.1626386642456055,0.26399000000000006,,
27215,523,22.654858318671018,1.0984643697738647,3.1387102603912354,0.263925,,
27245,524,-103.15491340490183,1.3847628831863403,6.530200004577637,0.263775,,
27334,525,-649.1158265423844,0.5439119935035706,2.4159915447235107,0.26333,,
27410,526,-16.23764722312777,0.01696813851594925,1.9260241985321045,0.26295,,
27429,527,1.1090637970963861,1.2611215114593506,5.367177963256836,0.26285500000000006,,
27470,528,5.705531094118289,0.41564875841140747,2.3977856636047363,0.26265000000000005,,
27501,529,5.468358523145234,1.3591341972351074,6.49413537979126,0.26249500000000003,,
27533,530,-46.33894706315523,0.9388403296470642,5.346172332763672,0.262335,,
27562,531,-50.60512761459203,0.9760861396789551,1.709256887435913,0.26219000000000003,,
27564,532,16.569534980495085,1.5884977579116821,4.852787971496582,0.26218,,
27605,533,24.42021595539651,0.7127751708030701,5.535581111907959,0.261975,,
27658,534,-96.24089832353224,0.27047866582870483,5.595095157623291,0.26171,,
27715,535,-270.2458843210601,0.682547926902771,2.962629795074463,0.261425,,
27754,536,-251.89562882335545,0.9383345246315002,5.644487380981445,0.26123,,
27767,537,-3.4936547767440693,1.0667550563812256,6.158733367919922,0.26116500000000004,,
27796,538,-58.22243355541386,0.42701852321624756,3.6056299209594727,0.26102000000000003,,
27828,539,-98.9609873343079,1.6938464641571045,6.891318321228027,0.26086,,
27859,540,7.131295950734643,0.6328456997871399,2.249907970428467,0.260705,,
27884,541,25.682707194171964,1.4317988157272339,8.599206924438477,0.26058000000000003,,
27886,542,15.344668809066711,0.7387534976005554,5.967161655426025,0.26057,,
27936,543,-43.75278404771629,0.12844860553741455,5.856139183044434,0.26032,,
27961,544,-29.06202943619673,0.7561686635017395,7.006064414978027,0.260195,,
27979,545,-29.374823102923834,0.8590633869171143,6.184335708618164,0.26010500000000003,,
28000,546,-245.15922883551465,1.2847099304199219,4.623994827270508,0.26,-3967.2970844692804,0.2
28019,546,-528.1923938212719,0.33153805136680603,3.566004514694214,0.25990500000000005,,
28020,547,14.314593147873879,0.8178293704986572,4.4718217849731445,0.2599,,
28035,548,-1.8687419472826434,1.2753040790557861,7.580503940582275,0.25982500000000003,,
28063,549,4.051436534941319,0.8984687328338623,4.174623489379883,0.25968500000000005,,
28133,550,-623.7267949685363,1.084472894668579,2.9518892765045166,0.259335,,
28154,551,-154.83774217884874,1.5384294986724854,7.617230415344238,0.25923,,
28184,552,-23.053004148155935,1.2248722314834595,6.993503570556641,0.25908000000000003,,
28236,553,-141.88322933538748,0.7183549404144287,4.078538417816162,0.25882000000000005,,
28265,554,-50.03899979555464,1.3087559938430786,2.8644468784332275,0.258675,,
28340,555,-223.26774097080468,1.206017255783081,4.751032829284668,0.25830000000000003,,
28342,556,16.646058511713026,0.981776237487793,4.542971611022949,0.25829,,
28349,557,19.71641083874068,-0.5794472098350525,3.1157264709472656,0.258255,,
28374,558,-1.278886813901531,1.547448992729187,6.9425048828125,0.25813,,
28666,559,-733.3545732282806,0.9003490805625916,4.971458435058594,0.25667,,
28725,560,-113.3615769203548,0.3595424294471741,2.4357733726501465,0.256375,,
28748,561,1.2257456646440534,1.9399183988571167,4.587475776672363,0.25626000000000004,,
28770,562,25.54435455806273,1.0727462768554688,4.809661865234375,0.25615,,
28800,563,-50.211945362871,1.5562548637390137,2.9771413803100586,0.256,,
28834,564,-71.4117665153645,0.1893490105867386,7.706873893737793,0.25583,,
28897,565,-344.21949594663414,0.43937939405441284,6.867591857910156,0.25551500000000005,,
28915,566,-51.51318543148305,0.3795311450958252,4.903794288635254,0.255425,,
28958,567,-69.29718118605365,0.1054026409983635,2.516523599624634,0.25521000000000005,,
28964,568,-57.6360418352872,0.857459306716919,4.247254371643066,0.25518,,
28998,569,-273.63409641667226,0.9318631887435913,3.295124053955078,0.25501,,
29037,570,-100.97773855592129,0.7528594732284546,5.909318923950195,0.254815,,
29067,571,-170.72151142289422,0.4052456021308899,5.074248313903809,0.25466500000000003,,
29099,572,-119.61120469857491,0.6194261312484741,4.670616626739502,0.254505,,
29110,573,18.70960357577733,0.5044536590576172,3.400571346282959,0.25445,,
29145,574,33.29403318333729,0.31182271242141724,5.083856582641602,0.25427500000000003,,
29160,575,26.13368458439888,1.6622318029403687,6.25588321685791,0.2542,,
29186,576,-24.934325468201877,1.2615180015563965,10.071762084960938,0.25407,,
29238,577,-165.47202176800192,-0.13715249300003052,2.4872238636016846,0.25381000000000004,,
29252,578,18.389974821472492,0.6792241930961609,2.895188808441162,0.25374,,
29273,579,18.382063700373894,0.5615679621696472,6.5732622146606445,0.25363500000000005,,
29284,580,-57.94774175219269,0.6077571511268616,1.5345873832702637,0.25358,,
29323,581,5.8484188913851,0.7810080051422119,4.752344131469727,0.253385,,
29348,582,-126.667328106221,0.8075734972953796,2.984438419342041,0.25326000000000004,,
29393,583,-88.02471778043203,0.03534951061010361,3.9804701805114746,0.253035,,
29411,584,-77.00206996740481,1.0211896896362305,4.068567752838135,0.25294500000000003,,
29430,585,-5.3054789925220724,0.7533642053604126,3.752041816711426,0.25285,,
29441,586,18.462308494807875,1.1633434295654297,5.759326934814453,0.252795,,
29474,587,-43.53714684856712,1.1763501167297363,5.269357681274414,0.25263,,
29475,588,15.65952459031944,1.1763501167297363,1.6943891048431396,0.252625,,
29504,589,6.219808026672828,1.1999702453613281,6.356081485748291,0.25248000000000004,,
29510,590,-6.6057982333410425,0.9794576168060303,3.6294684410095215,0.25245000000000006,,
29551,591,-73.76170285692166,0.8015248775482178,2.4538159370422363,0.25224500000000005,,
29572,592,27.902886117791052,0.7982838749885559,3.8515331745147705,0.25214000000000003,,
29589,593,-3.6494961228667986,0.5860933661460876,7.482505798339844,0.25205500000000003,,
29634,594,-18.19803196003587,0.5328829288482666,1.853550910949707,0.25183,,
29642,595,18.934019026309006,1.8490424156188965,6.120308876037598,0.25179,,
29652,596,-55.81015473162584,0.7121220827102661,4.799374580383301,0.25174,,
29671,597,-50.5248168834338,1.0911155939102173,4.655838966369629,0.251645,,
29675,598,15.752927200051486,1.0123481750488281,7.848340034484863,0.251625,,
29711,599,32.106536852967224,1.7104160785675049,2.2748708724975586,0.25144500000000003,,
29731,600,27.011697536006857,1.1252708435058594,2.270998954772949,0.25134500000000004,,
29744,601,-31.183243923411315,0.6412964463233948,6.625702857971191,0.25128000000000006,,
29759,602,-108.12712370880101,0.3026817739009857,6.632657051086426,0.251205,,
29791,603,-43.83735043169588,0.4988730549812317,5.7028608322143555,0.251045,,
29798,604,-6.786052051642539,1.3112893104553223,2.575731039047241,0.25101,,
29854,605,-97.20245895183395,0.7976822257041931,7.105526924133301,0.25073,,
29881,606,22.155033844063205,1.1858551502227783,4.5140700340271,0.250595,,
30000,607,-234.91804669271994,1.058990478515625,4.210637092590332,0.25,-2047.636550516343,0.6
30156,607,-440.26218317984495,0.6874562501907349,4.477391242980957,0.24922000000000002,,
30171,608,-130.8723059765861,0.7598603963851929,6.574117660522461,0.24914500000000003,,
30211,609,-39.4620356902368,1.214766025543213,3.463237762451172,0.24894500000000003,,
30219,610,16.488905909242938,0.9007246494293213,6.813198089599609,0.24890500000000002,,
30266,611,-293.5154044277223,1.8700753450393677,3.2481698989868164,0.24867000000000003,,
30293,612,-96.82966614308887,0.8598881959915161,6.147839546203613,0.24853500000000003,,
30319,613,-24.461137691383012,1.0386394262313843,2.66005802154541,0.24840500000000001,,
30625,614,-189.02185827035285,1.5655018091201782,4.058615207672119,0.246875,,
30646,615,0.6891189715615571,1.1164427995681763,7.234184265136719,0.24677000000000002,,
30657,616,20.988360053672945,0.6204660534858704,5.260563850402832,0.24671500000000002,,
30683,617,-48.87145603594872,0.37197646498680115,3.0519649982452393,0.24658500000000003,,
30719,618,-50.87074032518204,1.4661877155303955,4.128081321716309,0.246405,,
30729,619,18.57246456609098,0.5689786672592163,4.634410381317139,0.24635500000000002,,
30766,620,29.602164971357084,0.2055390179157257,4.396391868591309,0.24617000000000003,,
30813,621,-70.73182537991678,2.0059456825256348,5.284485816955566,0.24593500000000001,,
30848,622,-94.12441472782417,1.399411916732788,8.446317672729492,0.24576000000000003,,
30883,623,-23.139595976978317,1.0481010675430298,5.198753356933594,0.24558500000000003,,
30915,624,28.184970327675796,1.563273549079895,7.330756187438965,0.24542500000000003,,
30924,625,-6.8156382338259025,0.5849167108535767,3.9137864112854004,0.24538000000000001,,
30931,626,17.910713763553634,-0.4111120104789734,2.5953454971313477,0.24534500000000004,,
30943,627,18.593442101774052,1.2338151931762695,6.322400093078613,0.24528500000000003,,
30967,628,26.24962099007133,1.3312350511550903,5.195158004760742,0.24516500000000002,,
31001,629,-95.52610171699001,1.2072834968566895,3.199084758758545,0.24499500000000002,,
31026,630,3.848545240650493,1.5083261728286743,3.2145798206329346,0.24487000000000003,,
31049,631,-50.41337984683577,0.36029544472694397,6.407238483428955,0.24475500000000003,,
31064,632,-128.68108145443418,1.1606301069259644,2.0804646015167236,0.24468,,
31097,633,-67.04291790133611,1.3458902835845947,6.379155158996582,0.244515,,
31105,634,17.47188252067795,1.2316220998764038,5.230399131774902,0.24447500000000003,,
31321,635,-2036.7771150443477,1.05851149559021,4.032595157623291,0.24339500000000003,,
31374,636,-20.336586756385316,-0.3314982056617737,3.9070558547973633,0.24313,,
31429,637,-263.8612099367398,1.1253387928009033,6.148405075073242,0.24285500000000002,,
31465,638,-68.6811912747064,1.2795110940933228,2.478145122528076,0.24267500000000003,,
31507,639,-21.27517322995703,0.48127129673957825,5.37181282043457,0.242465,,
31518,640,21.526279083569587,1.1650851964950562,5.668729305267334,0.24241000000000001,,
31550,641,31.585282419418796,1.1702470779418945,3.7681312561035156,0.24225000000000002,,
31558,642,20.165362579812957,0.6414929628372192,0.9153903722763062,0.24221,,
31594,643,27.05558972733725,1.2788071632385254,3.942934989929199,0.24203000000000002,,
31598,644,14.447637458943683,1.0806388854980469,4.5158562660217285,0.24201000000000003,,
31619,645,30.12590516282652,1.1487758159637451,4.518496513366699,0.241905,,
31649,646,-231.08019910585736,1.583373785018921,4.5278215408325195,0.24175500000000003,,
31675,647,-305.0171125039071,1.0769727230072021,5.693408966064453,0.24162500000000003,,
31917,648,-1068.1861539149795,1.9725284576416016,3.576059341430664,0.24041500000000002,,
31955,649,-74.19361089792697,1.3248852491378784,6.698032379150391,0.24022500000000002,,
31967,650,16.920234336650534,0.744829535484314,9.806127548217773,0.24016500000000002,,
31988,651,-4.947144009837899,1.3650530576705933,6.68586540222168,0.24006000000000002,,
32000,652,7.394585740613534,0.2347162514925003,4.8928070068359375,0.24000000000000002,-3327.8265448642487,0.2
32007,652,25.361822594238458,2.3694074153900146,7.477917671203613,0.239965,,
32013,653,19.378976342186736,1.4707355499267578,7.218152046203613,0.239935,,
32098,654,-1030.3152834970765,0.9996182918548584,3.6964352130889893,0.23951000000000003,,
32137,655,29.88570764915815,1.2029879093170166,8.414719581604004,0.23931500000000003,,
32151,656,24.291228632920088,1.3281012773513794,6.051024436950684,0.239245,,
32176,657,23.075114278689277,0.5337384939193726,5.10998010635376,0.23912000000000003,,
32190,658,19.267493483240376,0.8937702775001526,5.609674453735352,0.23905,,
32220,659,29.478886692639197,1.4929286241531372,5.330060005187988,0.23890000000000003,,
32256,660,-146.7964348514547,1.3170902729034424,3.0369129180908203,0.23872000000000002,,
32289,661,-74.62890861594684,1.9100626707077026,8.235262870788574,0.23855500000000002,,
32296,662,-8.077561794464597,1.7969354391098022,7.973339080810547,0.23852,,
32345,663,-68.80539213942981,1.6471683979034424,8.945832252502441,0.23827500000000001,,
32401,664,-30.800130002764394,1.3994349241256714,5.178201198577881,0.237995,,
32407,665,19.01638866680877,1.216764211654663,4.85599422454834,0.237965,,
32438,666,-55.2845499652746,1.1045047044754028,7.782350540161133,0.23781000000000002,,
32448,667,20.4837593471378,1.1388949155807495,6.204120635986328,0.23776000000000003,,
32482,668,6.460241929644347,1.8855425119400024,3.8589444160461426,0.23759000000000002,,
32499,669,24.147291188103274,1.7871607542037964,3.095231533050537,0.23750500000000002,,
32563,670,-67.05828350316015,1.4980676174163818,3.9355616569519043,0.23718500000000003,,
32583,671,-130.69007755394412,1.0113317966461182,5.692499160766602,0.23708500000000002,,
32589,672,17.925785970739568,0.4593328833580017,2.6084187030792236,0.23705500000000002,,
32623,673,27.866810397361157,0.8521766066551208,3.748610496520996,0.236885,,
32641,674,-78.80166073074956,0.5433622598648071,4.85164213180542,0.23679500000000003,,
32645,675,16.58900576715221,0.7117879390716553,4.092899799346924,0.236775,,
32668,676,-204.36396004073953,1.501266360282898,7.22946834564209,0.23666,,
32692,677,-23.777777008036036,0.6374897956848145,2.45181941986084,0.23654000000000003,,
32706,678,24.206030696677747,0.9803013801574707,4.776627540588379,0.23647,,
