step,episode,return,loss,epsilon,eval_cost_per_order
67,0,-144.842,9.665603637695312,0.9993635,nan
142,1,-339.14400000000006,8.925219535827637,0.998651,nan
211,2,-517.4820000000001,14.057816505432129,0.9979955,nan
292,3,3.370999999999924,7.4533514976501465,0.997226,nan
344,4,-324.1210000000001,16.66892433166504,0.996732,nan
454,5,108.92000000000019,6.293994903564453,0.995687,nan
509,6,-327.57500000000005,12.31702709197998,0.9951645,nan
588,7,-237.39000000000001,12.216748237609863,0.994414,nan
659,8,-621.1019999999999,11.496406555175781,0.9937395,nan
758,9,-118.95600000000009,10.759732246398926,0.992799,nan
831,10,-71.58000000000011,18.535842895507812,0.9921055,nan
915,11,-99.75800000000007,15.379868507385254,0.9913075,nan
1005,12,-22.093000000000217,11.537979125976562,0.9904525,nan
1084,13,-192.7659999999999,11.578573226928711,0.989702,nan
1145,14,-78.131,17.790456771850586,0.9891225,nan
1247,15,7.302999999999969,10.156332969665527,0.9881535,nan
1321,16,-328.221,14.428641319274902,0.9874505,nan
1378,17,-340.8710000000001,12.559473991394043,0.986909,nan
1486,18,-409.02599999999995,7.903252124786377,0.985883,nan
1563,19,-827.3990000000001,8.294267654418945,0.9851515,nan
1637,20,-292.6409999999999,16.76923942565918,0.9844485,nan
1762,21,-92.7940000000003,11.065671920776367,0.983261,nan
1830,22,-145.25000000000006,11.95008659362793,0.982615,nan
1937,23,-1.9050000000001432,11.641800880432129,0.9815985,nan
2015,24,-180.02100000000007,14.319318771362305,0.9808575,nan
2087,25,-50.638000000000034,18.564950942993164,0.9801735,nan
2158,26,-308.8520000000001,18.62765884399414,0.979499,nan
2226,27,-28.95400000000008,10.164617538452148,0.978853,nan
2323,28,-772.1289999999999,16.302913665771484,0.9779315,nan
2400,29,-34.92899999999993,8.763041496276855,0.9772,nan
2477,30,-284.82399999999996,11.257050514221191,0.9764685,nan
2525,31,-483.8970000000001,8.185935974121094,0.9760125,nan
2613,32,-245.007,12.523911476135254,0.9751765,nan
2675,33,-429.105,14.43895435333252,0.9745875,nan
2763,34,-27.54200000000013,16.017736434936523,0.9737515,nan
2845,35,-505.26099999999985,12.907815933227539,0.9729725,nan
2917,36,-371.90400000000005,7.672658443450928,0.9722885,nan
2986,37,-662.252,9.474806785583496,0.971633,nan
3061,38,-28.203000000000017,14.389551162719727,0.9709205,nan
3135,39,36.094999999999885,10.078178405761719,0.9702175,nan
3203,40,18.360000000000042,10.353734970092773,0.9695715,nan
3273,41,-5.787999999999926,7.121057510375977,0.9689065,nan
3333,42,-61.08199999999988,9.691020965576172,0.9683365,nan
3396,43,-60.66800000000009,11.548027038574219,0.967738,nan
3466,44,-551.295,11.93405818939209,0.967073,nan
3551,45,-740.2739999999999,7.385708808898926,0.9662655,nan
3614,46,-254.68699999999993,18.573591232299805,0.965667,nan
