step,episode,return,loss,model_loss,eval_cost_per_order
86,0,-122.73600000000008,7.470332145690918,252.2769317626953,nan
177,1,-111.36799999999997,12.860518455505371,401.38519287109375,nan
273,2,27.154999999999816,9.054319381713867,101.130126953125,nan
369,3,-386.80199999999996,8.642057418823242,176.75619506835938,nan
438,4,-152.36400000000015,11.036699295043945,133.32855224609375,nan
546,5,-872.5049999999999,9.403491973876953,155.70591735839844,nan
624,6,-166.70699999999997,11.12753677368164,84.54627990722656,nan
738,7,242.9909999999997,9.381897926330566,175.66464233398438,nan
825,8,-961.1310000000001,7.9620184898376465,103.35747528076172,nan
922,9,-9.315000000000083,8.282608032226562,92.01459503173828,nan
982,10,-84.60000000000002,6.555976390838623,132.09922790527344,nan
1070,11,-294.20499999999987,9.922346115112305,199.5593719482422,nan
1194,12,117.53399999999993,9.605146408081055,37.743648529052734,nan
1286,13,-212.1120000000001,6.568338394165039,58.847312927246094,nan
1356,14,-65.93599999999994,9.676822662353516,131.30252075195312,nan
1408,15,-286.21000000000004,7.621119499206543,193.17123413085938,nan
1482,16,-469.4160000000001,7.526303291320801,146.60220336914062,nan
1557,17,-113.61600000000001,7.839129447937012,88.41529083251953,nan
1606,18,-751.5939999999998,7.223384380340576,93.36203002929688,nan
1680,19,-97.36599999999996,10.021233558654785,210.7612762451172,nan
1761,20,-338.034,8.008013725280762,88.16578674316406,nan
1831,21,-377.19499999999994,9.269710540771484,257.3026428222656,nan
1923,22,-120.82400000000021,9.990438461303711,224.2963104248047,nan
2011,23,94.74800000000013,10.11303997039795,24.85349464416504,nan
2078,24,-597.254,10.007457733154297,56.592308044433594,nan
2157,25,-243.954,8.496808052062988,843.6577758789062,nan
2227,26,-545.636,8.71684741973877,56.28831100463867,nan
2318,27,-10.365000000000265,12.956073760986328,42.39614486694336,nan
2383,28,-411.283,13.488393783569336,111.2080307006836,nan
2449,29,-82.23499999999984,14.829346656799316,56.903873443603516,nan
2553,30,-159.2109999999999,11.52369213104248,56.765281677246094,nan
2615,31,-218.84800000000007,13.444828987121582,39.20302200317383,nan
2678,32,-330.836,12.288270950317383,210.4285430908203,nan
2743,33,-131.898,14.120258331298828,57.84846115112305,nan
2835,34,-940.3980000000001,15.313915252685547,47.46483612060547,nan
2890,35,-279.8290000000001,15.43652057647705,222.82403564453125,nan
2974,36,-129.798,11.831758499145508,50.97970962524414,nan
3025,37,-391.879,10.303628921508789,103.41547393798828,nan
3081,38,-365.93299999999994,11.506420135498047,47.40519332885742,nan
3180,39,-235.481,15.561864852905273,251.45960998535156,nan
3246,40,4.877999999999943,11.725297927856445,50.5486946105957,nan
3315,41,-399.50400000000013,11.432731628417969,103.24125671386719,nan
3364,42,-124.45299999999996,9.503948211669922,316.8745422363281,nan
3476,43,35.1519999999998,10.283979415893555,84.01266479492188,nan
3556,44,-179.46799999999996,12.106866836547852,33.08312225341797,nan
3674,45,200.35300000000035,19.407791137695312,118.02555847167969,nan
3728,46,-249.61100000000005,10.386436462402344,43.65365982055664,nan
3835,47,-339.26200000000006,16.815780639648438,71.64860534667969,nan
3910,48,-183.7340000000001,11.81993579864502,109.4080810546875,nan
3987,49,-712.985,17.142589569091797,64.98048400878906,nan
4055,50,-276.83600000000007,14.557494163513184,73.66464233398438,nan
4132,51,-80.53600000000013,17.608808517456055,73.7823715209961,nan
4175,52,-595.546,22.884048461914062,66.89657592773438,nan
4239,53,-189.16799999999995,18.497207641601562,39.102142333984375,nan
4321,54,50.373999999999825,19.916889190673828,33.80861282348633,nan
4369,55,-301.34000000000003,11.69248104095459,44.63953399658203,nan
4445,56,-95.2390000000001,20.89755630493164,50.760433197021484,nan
4514,57,-5.158000000000044,15.547623634338379,119.54571533203125,nan
4579,58,-112.1519999999999,19.346757888793945,36.514007568359375,nan
4682,59,-29.179000000000137,19.438932418823242,40.417842864990234,nan
4775,60,-429.551,24.77943992614746,64.64716339111328,nan
4837,61,-283.39700000000005,26.083332061767578,66.19705200195312,nan
4905,62,-543.3449999999999,12.547530174255371,80.5838851928711,nan
4953,63,-398.36599999999993,9.480823516845703,50.18418502807617,nan
5016,64,-319.1790000000001,18.26392364501953,52.101097106933594,nan
5081,65,-856.078,13.939115524291992,125.64769744873047,nan
5169,66,-144.78299999999993,17.47433090209961,90.72622680664062,nan
5229,67,-265.485,24.40369415283203,143.66058349609375,nan
