step,episode,return,loss,epsilon,eval_cost_per_order
67,0,-144.842,9.665557861328125,0.9993635,nan
142,1,-339.14400000000006,8.926193237304688,0.998651,nan
211,2,-517.4820000000001,14.049158096313477,0.9979955,nan
292,3,3.370999999999924,7.470890522003174,0.997226,nan
344,4,-324.1210000000001,16.678096771240234,0.996732,nan
454,5,108.92000000000019,6.2236127853393555,0.995687,nan
509,6,-327.57500000000005,12.250274658203125,0.9951645,nan
588,7,-237.39000000000001,12.192103385925293,0.994414,nan
659,8,-621.1019999999999,11.459369659423828,0.9937395,nan
758,9,-118.95600000000009,10.829984664916992,0.992799,nan
831,10,-71.58000000000011,18.524866104125977,0.9921055,nan
915,11,-99.75800000000007,15.396803855895996,0.9913075,nan
993,12,-134.07699999999994,11.71206283569336,0.9905665,nan
1084,13,-74.99900000000011,12.221383094787598,0.989702,nan
1145,14,-78.131,15.982074737548828,0.9891225,nan
1231,15,96.4739999999999,13.06541919708252,0.9883055,nan
1293,16,-164.0400000000001,16.391437530517578,0.9877165,nan
1333,17,-209.43700000000007,10.410325050354004,0.9873365,nan
1444,18,-74.29200000000006,8.173355102539062,0.986282,nan
1524,19,-182.7290000000001,14.013830184936523,0.985522,nan
1615,20,-220.24699999999984,9.805115699768066,0.9846575,nan
1728,21,-67.2039999999998,12.685704231262207,0.983584,nan
1810,22,-146.53600000000006,11.804183006286621,0.982805,nan
1917,23,19.563000000000017,14.094917297363281,0.9817885,nan
1987,24,-135.46400000000003,16.27858543395996,0.9811235,nan
2042,25,-325.15700000000004,11.113245964050293,0.9806010000000001,nan
2128,26,136.64300000000014,12.051602363586426,0.979784,nan
2195,27,-23.821000000000076,17.15638542175293,0.9791475,nan
2270,28,-152.45100000000002,8.349334716796875,0.9784349999999999,nan
2357,29,-171.62600000000003,16.68951416015625,0.9776085,nan
2419,30,-691.9290000000001,9.27540111541748,0.9770195,nan
2476,31,-342.4430000000001,13.440987586975098,0.976478,nan
2543,32,-192.32000000000005,9.000150680541992,0.9758415,nan
2618,33,-599.9250000000001,14.17369270324707,0.975129,nan
2680,34,-167.289,7.818778038024902,0.97454,nan
2759,35,14.051999999999936,23.28639793395996,0.9737895,nan
2851,36,-225.85600000000005,13.143352508544922,0.9729155,nan
2937,37,-120.20200000000003,11.496058464050293,0.9720985,nan
3011,38,-153.1380000000001,12.415324211120605,0.9713955,nan
3092,39,-20.311999999999827,8.941685676574707,0.970626,nan
3193,40,33.06199999999998,13.014162063598633,0.9696665,nan
3270,41,-215.70400000000006,13.309966087341309,0.968935,nan
3327,42,-536.818,10.69381332397461,0.9683935,nan
3413,43,-691.8579999999998,12.96975326538086,0.9675765,nan
3472,44,-518.2570000000001,11.8386869430542,0.967016,nan
3559,45,-131.17400000000004,10.307563781738281,0.9661895,nan
3607,46,-30.528000000000063,10.601428985595703,0.9657335,nan
3676,47,-497.47799999999995,14.97429084777832,0.965078,nan
3763,48,-155.02600000000007,6.582915782928467,0.9642515,nan
3823,49,-99.675,7.861122131347656,0.9636815,nan
3900,50,-367.88099999999986,12.055826187133789,0.96295,nan
3980,51,18.759999999999962,8.768683433532715,0.96219,nan
4031,52,-281.24700000000007,8.259968757629395,0.9617055,nan
4093,53,-340.73900000000003,14.000308990478516,0.9611165,nan
4161,54,-315.04999999999995,8.455571174621582,0.9604705,nan
4216,55,-205.3389999999999,8.35546588897705,0.959948,nan
4268,56,-271.83099999999996,8.83324146270752,0.959454,nan
4323,57,-231.70699999999997,6.573614597320557,0.9589315,nan
4381,58,-412.28099999999995,16.06461524963379,0.9583805,nan
4448,59,-214.7429999999999,10.619824409484863,0.957744,nan
4536,60,98.51200000000017,6.788729667663574,0.956908,nan
4595,61,-467.70000000000005,6.742166996002197,0.9563475,nan
4657,62,-482.10100000000006,12.850833892822266,0.9557585,nan
4710,63,-709.6850000000001,9.954904556274414,0.955255,nan
4781,64,-32.33200000000002,16.86719512939453,0.9545805,nan
4832,65,-364.33299999999997,14.454240798950195,0.954096,nan
4898,66,-265.98,18.27525520324707,0.953469,nan
4956,67,-336.63199999999995,14.760082244873047,0.952918,nan
5029,68,-85.15099999999991,14.415576934814453,0.9522245,nan
5105,69,43.31899999999999,6.005166053771973,0.9515025,nan
5193,70,-24.30899999999994,10.968496322631836,0.9506665,nan
5243,71,-480.745,9.184700965881348,0.9501915,nan
5341,72,-110.519,9.658149719238281,0.9492605,nan
5408,73,-273.64699999999993,17.251935958862305,0.948624,nan
5494,74,-256.05800000000005,11.462604522705078,0.947807,nan
5576,75,-74.2750000000001,10.766884803771973,0.947028,nan
5651,76,-17.410000000000196,6.168837547302246,0.9463155,nan
5725,77,-153.33499999999998,11.934100151062012,0.9456125,nan
5790,78,-403.60600000000005,11.68811321258545,0.944995,nan
5849,79,-467.9740000000001,8.936694145202637,0.9444345,nan
5914,80,-357.94500000000005,8.73005199432373,0.943817,nan
6019,81,-644.0880000000003,10.564937591552734,0.9428195,nan
6084,82,-114.67800000000001,9.279096603393555,0.942202,nan
6138,83,-202.62700000000007,7.0042009353637695,0.941689,nan
6194,84,-29.527000000000054,10.241034507751465,0.941157,nan
6241,85,-129.457,13.084821701049805,0.9407105,nan
6316,86,39.80999999999989,14.79825210571289,0.939998,nan
6380,87,-504.6369999999999,9.906740188598633,0.9393900000000001,nan
6444,88,-230.7009999999999,13.636954307556152,0.938782,nan
6491,89,-271.08099999999996,8.305079460144043,0.9383355,nan
6563,90,33.133000000000095,11.880175590515137,0.9376515,nan
6634,91,33.708,13.244837760925293,0.936977,nan
6734,92,-457.375,15.49053955078125,0.936027,nan
6812,93,-153.60400000000013,8.985228538513184,0.9352860000000001,nan
6852,94,-183.12000000000006,9.54977798461914,0.934906,nan
6931,95,-137.34600000000006,13.584734916687012,0.9341555,nan
6979,96,-356.651,10.196488380432129,0.9336995,nan
7040,97,-499.71400000000006,17.665693283081055,0.93312,nan
7126,98,-168.67200000000003,12.156639099121094,0.932303,nan
7197,99,-378.6189999999999,10.48670482635498,0.9316285,nan
7260,100,-161.334,12.054375648498535,0.93103,nan
7358,101,77.57500000000036,11.444621086120605,0.930099,nan
7415,102,-251.46300000000008,10.464495658874512,0.9295575,nan
7473,103,-121.19800000000004,11.968986511230469,0.9290065,nan
7551,104,32.700000000000074,8.659607887268066,0.9282655,nan
7615,105,-346.948,8.007585525512695,0.9276575,nan
7690,106,-84.99699999999999,15.755833625793457,0.926945,nan
7770,107,-198.57800000000015,13.933737754821777,0.926185,nan
7886,108,-107.06699999999998,12.82654094696045,0.925083,nan
7947,109,-296.324,11.256403923034668,0.9245035,nan
8039,110,-1152.494,13.144624710083008,0.9236295,nan
8133,111,-170.8180000000001,12.6505708694458,0.9227365,nan
8259,112,71.21699999999987,11.294110298156738,0.9215395,nan
8344,113,-127.047,10.20421028137207,0.920732,nan
8398,114,-54.06599999999997,14.419759750366211,0.920219,nan
8451,115,-514.912,8.608635902404785,0.9197155,nan
8520,116,-363.15699999999987,8.349705696105957,0.91906,nan
8577,117,-863.2370000000001,14.412735939025879,0.9185185,nan
8629,118,-286.3060000000001,13.372637748718262,0.9180245,nan
8695,119,-85.88100000000004,12.741320610046387,0.9173975,nan
8770,120,-451.76800000000003,12.061427116394043,0.916685,nan
8861,121,-409.82200000000006,7.26401948928833,0.9158205,nan
8930,122,-118.52900000000015,9.01113224029541,0.915165,nan
8987,123,-104.16099999999992,9.981527328491211,0.9146235,nan
9058,124,1.7580000000001235,9.771768569946289,0.913949,nan
9119,125,-266.42999999999995,6.117918968200684,0.9133695000000001,nan
9229,126,-106.6219999999999,18.857769012451172,0.9123245,nan
9301,127,-259.76300000000003,14.306618690490723,0.9116405,nan
9377,128,-358.0100000000001,8.807085990905762,0.9109185,nan
9459,129,15.979999999999905,10.848090171813965,0.9101395,nan
9544,130,79.99299999999991,14.777240753173828,0.909332,nan
9600,131,-357.1959999999999,9.083688735961914,0.9088,nan
9669,132,-365.4980000000001,15.170154571533203,0.9081445,nan
9743,133,-88.89099999999995,10.826181411743164,0.9074415,nan
9794,134,-315.911,7.165259838104248,0.906957,nan
9862,135,-312.326,9.662694931030273,0.906311,nan
9946,136,-430.16900000000004,7.672493934631348,0.905513,nan
10000,137,-180.975,11.07147216796875,0.905,18.00088461538461
10002,137,-336.275,9.298171043395996,0.904981,nan
10067,138,-106.37100000000007,19.978105545043945,0.9043635,nan
10125,139,-542.3020000000001,11.730270385742188,0.9038125,nan
10201,140,-440.106,6.963743686676025,0.9030905,nan
10274,141,-251.70500000000004,13.63825798034668,0.902397,nan
10344,142,-162.6650000000001,8.031067848205566,0.901732,nan
10421,143,151.4970000000001,10.85351848602295,0.9010005,nan
10476,144,-166.46200000000007,14.824995040893555,0.900478,nan
10578,145,-157.4389999999999,8.600505828857422,0.899509,nan
10633,146,-267.1890000000001,17.426530838012695,0.8989865,nan
10710,147,-316.7750000000001,8.858914375305176,0.898255,nan
10777,148,-241.78300000000002,10.94734001159668,0.8976185,nan
10828,149,-227.68000000000006,10.513042449951172,0.897134,nan
10877,150,-111.27499999999998,5.9961042404174805,0.8966685,nan
10938,151,-78.97900000000004,14.09053897857666,0.896089,nan
11017,152,-233.03300000000002,15.76242446899414,0.8953385,nan
11107,153,-365.2180000000001,5.949764251708984,0.8944835,nan
11169,154,-353.41400000000004,10.477314949035645,0.8938945,nan
11232,155,-272.7750000000001,18.74985122680664,0.893296,nan
11313,156,-748.9790000000003,8.351836204528809,0.8925265,nan
11380,157,-227.06600000000012,8.633611679077148,0.89189,nan
11459,158,-229.04800000000003,3.817275285720825,0.8911395,nan
11535,159,-270.5680000000001,7.673898696899414,0.8904175,nan
11597,160,-130.70099999999996,13.432904243469238,0.8898285,nan
11655,161,-294.90399999999994,10.7186918258667,0.8892774999999999,nan
11737,162,-170.90600000000003,10.797450065612793,0.8884985,nan
11824,163,-400.6919999999999,10.266942977905273,0.887672,nan
11882,164,-122.81200000000013,15.91899299621582,0.887121,nan
11937,165,-294.931,11.672027587890625,0.8865985,nan
12023,166,71.6049999999998,7.606536388397217,0.8857815,nan
12087,167,-398.5129999999999,12.999874114990234,0.8851735000000001,nan
12150,168,-292.837,11.280265808105469,0.884575,nan
12208,169,-387.272,10.442625045776367,0.884024,nan
12284,170,-78.02500000000006,5.234355926513672,0.883302,nan
12352,171,-215.281,7.849130630493164,0.882656,nan
12442,172,-971.4129999999996,9.049406051635742,0.8818010000000001,nan
12533,173,-28.045999999999992,6.8598737716674805,0.8809365,nan
12604,174,-61.39299999999993,7.91117000579834,0.880262,nan
12664,175,-122.38700000000004,11.224691390991211,0.879692,nan
12746,176,-145.608,15.938002586364746,0.878913,nan
12814,177,-56.062,10.426651954650879,0.878267,nan
12897,178,-302.33200000000005,12.816048622131348,0.8774785,nan
12973,179,-146.8259999999999,12.74306869506836,0.8767564999999999,nan
13055,180,160.08800000000002,5.8097758293151855,0.8759775,nan
13121,181,-67.40500000000006,19.156490325927734,0.8753505,nan
13223,182,-49.676999999999936,1.9854013919830322,0.8743815,nan
13295,183,-245.56999999999994,8.31718635559082,0.8736975,nan
13361,184,-277.99799999999993,12.225786209106445,0.8730705,nan
13408,185,-234.18500000000003,7.238557815551758,0.8726240000000001,nan
13546,186,-118.4860000000002,7.885796546936035,0.871313,nan
13609,187,-130.52800000000013,10.859128952026367,0.8707145000000001,nan
13687,188,-198.043,18.325557708740234,0.8699735,nan
13747,189,-151.9120000000001,8.772248268127441,0.8694035,nan
13825,190,-573.757,9.125764846801758,0.8686625,nan
13908,191,-385.49199999999996,8.925307273864746,0.867874,nan
13972,192,-222.442,5.773110866546631,0.867266,nan
14025,193,-139.34800000000004,10.988814353942871,0.8667625,nan
14064,194,-63.07299999999998,22.7952880859375,0.866392,nan
14123,195,-606.8929999999999,6.8924665451049805,0.8658315,nan
14206,196,-236.52199999999996,12.701951026916504,0.865043,nan
14266,197,-391.36300000000006,10.127853393554688,0.864473,nan
14328,198,-167.076,15.1013765335083,0.863884,nan
14382,199,-211.552,20.702396392822266,0.863371,nan
14446,200,-163.16799999999995,10.920254707336426,0.862763,nan
14511,201,-92.30300000000003,7.6930832862854,0.8621455,nan
14580,202,-191.7790000000001,13.09805965423584,0.86149,nan
14643,203,-196.23500000000004,12.21713924407959,0.8608915,nan
14735,204,-766.27,15.795404434204102,0.8600175,nan
14810,205,-207.66000000000025,11.258956909179688,0.859305,nan
14872,206,-308.24,7.3603596687316895,0.858716,nan
14934,207,-453.66199999999986,13.93470573425293,0.858127,nan
15002,208,-242.27399999999994,9.56507682800293,0.857481,nan
15052,209,-33.90000000000001,9.147259712219238,0.857006,nan
15132,210,-28.300000000000125,14.133312225341797,0.8562460000000001,nan
15211,211,-547.1829999999999,13.300773620605469,0.8554955,nan
15295,212,-318.78700000000003,7.216789245605469,0.8546975,nan
15353,213,-526.1270000000001,6.870701313018799,0.8541465,nan
15415,214,18.202999999999967,20.693077087402344,0.8535575,nan
15465,215,-156.37399999999997,15.82903003692627,0.8530825,nan
15510,216,-99.09599999999996,11.012307167053223,0.852655,nan
15593,217,-303.06399999999996,12.910212516784668,0.8518665,nan
15646,218,-165.98399999999998,11.662450790405273,0.851363,nan
15714,219,-99.494,5.404310703277588,0.850717,nan
15772,220,-352.88699999999994,6.27622127532959,0.850166,nan
15840,221,-490.489,12.095672607421875,0.84952,nan
15918,222,-333.9390000000001,9.54080581665039,0.848779,nan
16019,223,-476.221,4.160568714141846,0.8478195,nan
16086,224,14.47599999999997,16.97429656982422,0.847183,nan
16135,225,-151.55,14.36661148071289,0.8467175,nan
16203,226,-77.278,13.24864673614502,0.8460715,nan
16270,227,-92.06500000000008,5.44304084777832,0.8454349999999999,nan
16332,228,-96.56999999999996,15.959568977355957,0.844846,nan
16384,229,-219.78899999999996,7.802982330322266,0.844352,nan
16437,230,-100.26999999999995,22.569313049316406,0.8438485,nan
16503,231,-137.81900000000005,7.055889129638672,0.8432215,nan
16594,232,-674.7760000000002,8.807355880737305,0.842357,nan
16675,233,-97.46899999999998,16.154258728027344,0.8415874999999999,nan
16751,234,-217.38100000000009,14.349875450134277,0.8408655,nan
16802,235,-249.85299999999998,7.021786689758301,0.840381,nan
16862,236,-438.2700000000001,11.189358711242676,0.839811,nan
16941,237,-24.18900000000005,10.85592269897461,0.8390605,nan
16999,238,-80.11700000000005,11.070216178894043,0.8385095,nan
17091,239,-539.704,14.887929916381836,0.8376355,nan
17160,240,6.444999999999808,7.247791290283203,0.8369800000000001,nan
17222,241,-49.51299999999999,8.877816200256348,0.836391,nan
17319,242,-130.95900000000006,15.770824432373047,0.8354695,nan
17382,243,-131.2310000000001,9.463791847229004,0.834871,nan
17437,244,-145.3340000000001,6.122155666351318,0.8343485,nan
17494,245,-411.91200000000003,6.0654616355896,0.833807,nan
17579,246,-395.04100000000005,12.162399291992188,0.8329995,nan
17651,247,55.503000000000156,11.454029083251953,0.8323155,nan
17716,248,-236.04600000000005,10.32108211517334,0.831698,nan
17775,249,-72.42500000000003,7.477646350860596,0.8311375000000001,nan
