step,episode,return,policy_loss,value_loss,entropy,eval_cost_per_order
62,0,-310.82900000000006,-0.16261334717273712,286.58917236328125,2.1032540798187256,nan
127,1,-407.336,0.0035318704321980476,376.6772155761719,2.0659656524658203,nan
183,2,-533.307,0.025691857561469078,441.2933044433594,2.1303277015686035,nan
290,3,-967.1949999999998,-0.2826770842075348,638.2735595703125,2.2791590690612793,nan
340,4,-450.478,-0.036642443388700485,396.1734313964844,2.4537482261657715,nan
413,5,-265.1410000000001,-0.19841183722019196,301.2350158691406,2.055820941925049,nan
520,6,127.09899999999989,-0.15311278402805328,133.5952606201172,1.8423205614089966,nan
633,7,-0.14599999999984448,-0.2606737017631531,183.03298950195312,1.9565327167510986,nan
730,8,-611.6450000000001,-0.2887665629386902,485.9014892578125,2.163350820541382,nan
821,9,-273.39000000000004,-0.27040448784828186,241.42666625976562,2.217214584350586,nan
889,10,-301.736,-0.11223077028989792,273.87078857421875,2.0558276176452637,nan
973,11,-189.87400000000002,-0.20367009937763214,202.63848876953125,2.0609073638916016,nan
1092,12,-172.29300000000012,-0.2938966751098633,224.9503631591797,1.8317493200302124,nan
1149,13,-241.043,-0.11850952357053757,254.18609619140625,2.381150722503662,nan
1220,14,-77.73000000000002,0.0012851181672886014,168.30612182617188,2.0913844108581543,nan
1282,15,-351.706,-0.07944849878549576,335.6104736328125,2.174468517303467,nan
1351,16,-255.37899999999996,0.06826533377170563,251.34027099609375,2.294443368911743,nan
1428,17,-47.456000000000074,-0.2988668382167816,204.51272583007812,2.2060248851776123,nan
1488,18,-187.51600000000008,-0.009131955914199352,224.8122100830078,2.274266481399536,nan
1548,19,-490.701,-0.0577506385743618,413.9894714355469,2.312868595123291,nan
1690,20,-39.670000000000144,-0.3100661337375641,251.99502563476562,2.0124971866607666,nan
1766,21,44.30399999999986,0.002818542066961527,146.18251037597656,2.009899854660034,nan
1828,22,-145.12499999999994,-0.14403900504112244,185.9541015625,2.1167540550231934,nan
1898,23,-520.1829999999999,-0.015305954962968826,420.6922912597656,2.138723850250244,nan
1980,24,-156.73200000000008,-0.24622531235218048,217.344970703125,2.0604727268218994,nan
2079,25,-72.7650000000001,-0.24956203997135162,195.75929260253906,2.0901987552642822,nan
2175,26,-50.217000000000084,-0.08298268169164658,143.17454528808594,1.956930160522461,nan
2246,27,-130.23600000000008,-0.03224750980734825,178.80113220214844,1.9720890522003174,nan
2313,28,-211.94699999999997,-0.14631371200084686,229.4602508544922,2.221771717071533,nan
2399,29,144.5119999999998,-0.21370556950569153,119.35250854492188,1.8460620641708374,nan
2495,30,-54.90500000000007,0.054196517914533615,137.68569946289062,1.7876650094985962,nan
2573,31,-379.1600000000001,-0.12015660852193832,331.13427734375,2.1954503059387207,nan
2652,32,38.39099999999998,0.04305268079042435,145.1190185546875,1.840653419494629,nan
2713,33,-107.30799999999991,-0.22850073873996735,183.40194702148438,2.1324214935302734,nan
2765,34,-281.755,-0.1489032357931137,289.22833251953125,2.4502928256988525,nan
2818,35,-381.0999999999999,-0.17259839177131653,367.5421142578125,2.4473984241485596,nan
2877,36,-274.9920000000001,-0.2249298393726349,283.2065734863281,2.349158763885498,nan
2947,37,-642.2070000000001,-0.10794126242399216,542.2849731445312,2.064500331878662,nan
3014,38,-208.49099999999987,-0.12235792726278305,257.00482177734375,2.1681172847747803,nan
3155,39,295.4780000000005,-0.16610585153102875,194.8925323486328,1.8389922380447388,nan
3216,40,-136.42700000000002,-0.17868474125862122,176.58795166015625,2.3588004112243652,nan
3275,41,-256.548,-0.06871139258146286,271.4485778808594,2.488605499267578,nan
3355,42,35.24799999999996,-0.18816258013248444,141.06048583984375,1.9590362310409546,nan
3474,43,-24.001000000000467,-0.2661735713481903,240.48023986816406,2.110405206680298,nan
3549,44,-104.58600000000004,-0.1694837361574173,147.08370971679688,2.0662598609924316,nan
3613,45,-236.51599999999996,-0.0480186901986599,247.95460510253906,2.089946746826172,nan
3679,46,-25.297000000000097,-0.0049179671332240105,121.84968566894531,1.963843822479248,nan
3754,47,-50.325000000000045,-0.43178966641426086,161.66102600097656,2.107405662536621,nan
3812,48,-299.909,-0.05199947953224182,312.302001953125,2.368669271469116,nan
3883,49,-633.219,-0.09733086824417114,510.2911682128906,2.34031343460083,nan
3973,50,-389.09800000000007,0.09191904962062836,379.9365539550781,2.0119779109954834,nan
4036,51,-325.14200000000005,-0.02479150891304016,300.1589050292969,2.1009328365325928,nan
4157,52,89.31599999999997,-0.20240944623947144,168.70774841308594,2.0910916328430176,nan
4241,53,-280.9079999999999,-0.15029466152191162,288.1112060546875,2.0546329021453857,nan
4316,54,-121.94299999999993,0.1053650826215744,176.76327514648438,1.9205423593521118,nan
4398,55,-248.8230000000001,-0.04897891730070114,242.94479370117188,2.0419657230377197,nan
4464,56,-730.052,0.13141831755638123,586.4578247070312,2.0777859687805176,nan
4550,57,-480.499,0.15695086121559143,403.6866760253906,2.161323070526123,nan
4624,58,-673.458,0.0384652204811573,550.9826049804688,1.9904624223709106,nan
4701,59,-294.29499999999996,-0.21881839632987976,293.4986572265625,2.1260147094726562,nan
4772,60,-549.3280000000001,-0.12104663252830505,414.94342041015625,2.1840758323669434,nan
4862,61,-960.837,0.17826761305332184,692.8521728515625,1.9107204675674438,nan
4927,62,-474.71099999999996,0.08658505976200104,420.55426025390625,2.22329044342041,nan
4991,63,-326.6160000000001,0.050345100462436676,321.73272705078125,2.116175651550293,nan
5072,64,-144.885,-0.3145299553871155,216.16893005371094,2.13185715675354,nan
5150,65,-192.82700000000003,-0.09694976359605789,230.1308135986328,2.263463258743286,nan
5236,66,-168.93800000000022,-0.15564846992492676,256.27691650390625,1.9594309329986572,nan
5336,67,-67.11799999999997,-0.023215364664793015,205.0513153076172,1.911344051361084,nan
5408,68,-254.94200000000015,-0.07350624352693558,257.52032470703125,2.0474491119384766,nan
5476,69,-71.67300000000004,0.10025577992200851,161.4324188232422,1.9312390089035034,nan
5541,70,-706.887,0.09034986793994904,558.9442749023438,2.0480854511260986,nan
5606,71,-541.057,0.0890340581536293,466.40057373046875,2.1112606525421143,nan
5690,72,-456.52699999999993,-0.11387677490711212,375.7901306152344,2.0028600692749023,nan
5776,73,-94.93600000000004,0.02967236563563347,207.85740661621094,1.8606808185577393,nan
5837,74,-410.58899999999994,-0.30497488379478455,385.4056091308594,2.28635573387146,nan
5935,75,-26.264999999999986,-0.2375614047050476,170.556640625,2.0392632484436035,nan
6031,76,130.10800000000006,-0.24524424970149994,159.08950805664062,2.039048910140991,nan
6110,77,16.79700000000004,-0.07110368460416794,161.104248046875,2.0675199031829834,nan
6178,78,-573.25,-0.022951815277338028,477.12860107421875,2.0626893043518066,nan
6250,79,-254.32399999999996,-0.1737283617258072,268.0551452636719,2.000941038131714,nan
6337,80,-496.1850000000002,-0.1551077663898468,423.54608154296875,1.9925477504730225,nan
6425,81,56.59400000000021,-0.24803629517555237,170.0796661376953,2.0095086097717285,nan
6485,82,-216.068,-0.11003109812736511,246.1749725341797,1.950204610824585,nan
6542,83,-406.88899999999995,-0.040941271930933,378.6038513183594,2.135702610015869,nan
6632,84,40.456999999999795,-0.05145901441574097,171.902587890625,1.917923092842102,nan
6727,85,-197.2870000000001,-0.26192501187324524,243.5034942626953,2.0253140926361084,nan
6819,86,-459.5850000000001,0.07671676576137543,367.59906005859375,1.987180471420288,nan
6898,87,-329.77500000000003,-0.17779579758644104,284.45880126953125,2.172555923461914,nan
6977,88,-95.29100000000008,-0.25373291969299316,178.56356811523438,2.069762706756592,nan
7064,89,66.89599999999987,-0.1508813053369522,143.8344268798828,1.818778395652771,nan
7150,90,-381.211,-0.10322734713554382,355.6179504394531,1.9968822002410889,nan
7225,91,-56.50600000000014,-0.07009828090667725,125.62395477294922,1.8258719444274902,nan
7309,92,-228.98899999999998,-0.19065484404563904,230.0000457763672,1.969547986984253,nan
7384,93,30.002000000000066,-0.10140436142683029,135.03436279296875,2.0891764163970947,nan
7479,94,-39.99500000000005,-0.021701782941818237,165.53744506835938,2.107452869415283,nan
7545,95,-107.74800000000003,0.010685057379305363,170.9344482421875,1.9171504974365234,nan
7602,96,-465.14200000000005,-0.043635375797748566,401.9761657714844,2.337027072906494,nan
7675,97,-82.58400000000017,-0.09418588131666183,182.4070587158203,2.041374683380127,nan
7759,98,-246.91600000000005,-0.09873870760202408,252.5206298828125,2.11173939704895,nan
7837,99,-54.47700000000009,-0.35341134667396545,167.5164337158203,2.1058616638183594,nan
7912,100,-170.93100000000004,-0.18451540172100067,189.78269958496094,2.075495719909668,nan
8018,101,-745.8910000000001,-0.0802069902420044,527.9298095703125,2.068009376525879,nan
8086,102,-47.580000000000055,0.003357616486027837,130.7216796875,1.9432363510131836,nan
8136,103,-175.72500000000002,-0.04154426231980324,214.77076721191406,2.0774729251861572,nan
8234,104,-1123.859,-0.07159949094057083,745.1583862304688,1.9207091331481934,nan
8296,105,-716.7329999999998,0.3029695153236389,547.5763549804688,1.9355707168579102,nan
8398,106,-59.86799999999986,-0.12662431597709656,181.87185668945312,1.7021589279174805,nan
8457,107,-198.42500000000004,-0.061930928379297256,212.75160217285156,2.06738018989563,nan
8520,108,-283.96700000000004,-0.22772559523582458,249.3549041748047,2.195620059967041,nan
8621,109,181.7679999999999,-0.11573919653892517,134.13902282714844,1.7475134134292603,nan
8685,110,-167.52200000000002,-0.0027429815381765366,189.2030029296875,1.9205834865570068,nan
8779,111,30.23299999999982,-0.10157229751348495,195.6160888671875,1.674973964691162,nan
8870,112,-273.54999999999984,-0.0539901927113533,263.6127014160156,1.8560506105422974,nan
8947,113,-900.9430000000001,0.03372566029429436,654.172607421875,2.0433225631713867,nan
9012,114,-321.62699999999995,-0.04556011036038399,289.60809326171875,1.9328887462615967,nan
9083,115,-11.077000000000083,0.027227099984884262,135.04452514648438,1.7558176517486572,nan
9134,116,-77.51400000000001,-0.02669966034591198,136.51011657714844,1.8392879962921143,nan
9206,117,-59.270999999999944,-0.05860953778028488,141.78929138183594,1.9283316135406494,nan
9309,118,-519.688,-0.003383946605026722,382.7967224121094,1.762742280960083,nan
9385,119,-338.96,-0.09446176141500473,279.0167541503906,1.9529248476028442,nan
9465,120,-764.451,0.0854814276099205,557.9308471679688,1.9007705450057983,nan
9576,121,-147.97400000000013,-0.21150602400302887,237.40675354003906,1.7251185178756714,nan
9641,122,-212.50300000000001,-0.17255650460720062,216.40570068359375,1.8531771898269653,nan
9710,123,-240.4749999999999,-0.07300334423780441,268.7242431640625,1.8262724876403809,nan
9792,124,-124.7879999999999,0.03386598825454712,179.2897491455078,1.9054360389709473,nan
9878,125,-817.069,0.034988269209861755,617.9545288085938,1.8982664346694946,nan
9971,126,-1038.4999999999998,0.1054479107260704,709.5927124023438,1.9308459758758545,nan
10000,127,87.75200000000002,0.1054479107260704,709.5927124023438,1.9308459758758545,56.99085294117646
10032,127,-291.75199999999995,-0.07489369809627533,267.5746765136719,1.6990666389465332,nan
10090,128,-635.6869999999999,0.14973969757556915,523.012939453125,1.8054630756378174,nan
10171,129,-393.6909999999999,0.18861599266529083,343.4692687988281,1.5318665504455566,nan
10249,130,-113.15299999999996,-0.1109401136636734,154.5276641845703,1.6478627920150757,nan
10328,131,-1110.2350000000001,0.29386526346206665,760.2843627929688,1.7705742120742798,nan
10390,132,-451.56499999999994,0.14577791094779968,367.2772521972656,1.8134738206863403,nan
10059,127,-95.15099999999993,0.0026301227044314146,162.2284393310547,1.6715761423110962,nan
10165,128,-549.002,-0.10801361501216888,417.867919921875,1.7387999296188354,nan
