step,episode,return,loss,epsilon,eval_cost_per_order
55,0,-250.74999999999994,nan,0.9994775,nan
134,1,-579.5009999999999,17.651647567749023,0.998727,nan
203,2,-358.56800000000004,17.65811538696289,0.9980715,nan
272,3,-498.90899999999993,7.148458957672119,0.997416,nan
323,4,-337.94200000000006,17.62305450439453,0.9969315,nan
412,5,-245.24100000000018,16.46388816833496,0.996086,nan
473,6,58.24199999999998,10.115575790405273,0.9955065,nan
566,7,41.39299999999986,16.006771087646484,0.994623,nan
670,8,-36.805000000000064,11.322460174560547,0.993635,nan
748,9,-27.036000000000115,10.071624755859375,0.992894,nan
816,10,-128.86799999999994,18.993053436279297,0.992248,nan
906,11,-340.7650000000001,8.846866607666016,0.991393,nan
1004,12,67.91599999999988,10.466387748718262,0.990462,nan
1059,13,-376.69200000000006,11.287915229797363,0.9899395,nan
1138,14,-463.45599999999996,15.43791389465332,0.989189,nan
1196,15,-290.61000000000007,12.169541358947754,0.988638,nan
1254,16,-93.95700000000006,6.188852787017822,0.988087,nan
1327,17,-369.8000000000001,10.542579650878906,0.9873935,nan
1388,18,-337.30899999999997,12.903678894042969,0.986814,nan
1441,19,-375.3789999999999,10.339357376098633,0.9863105,nan
1541,20,-28.483999999999924,11.317647933959961,0.9853605,nan
1618,21,-226.6710000000001,9.336973190307617,0.984629,nan
1689,22,-875.2339999999999,5.683785438537598,0.9839545,nan
1755,23,-37.94199999999989,9.76858901977539,0.9833275,nan
1850,24,-85.64000000000014,11.63137149810791,0.982425,nan
1919,25,-603.4120000000001,13.285576820373535,0.9817695,nan
2007,26,-252.51400000000004,7.6959662437438965,0.9809335,nan
2074,27,3.485999999999933,11.135353088378906,0.980297,nan
2137,28,-240.86399999999986,8.722944259643555,0.9796985,nan
2211,29,-303.15999999999997,7.764766216278076,0.9789955,nan
2297,30,14.96499999999989,7.492652416229248,0.9781785,nan
2378,31,-125.26200000000006,10.976405143737793,0.977409,nan
2468,32,-229.73699999999997,8.880993843078613,0.976554,nan
2531,33,-148.66500000000002,10.752705574035645,0.9759555,nan
2581,34,-170.3889999999999,7.890954971313477,0.9754805,nan
2640,35,-665.99,10.079347610473633,0.97492,nan
2714,36,-580.5939999999999,3.0860042572021484,0.974217,nan
2783,37,-418.18499999999995,4.652778625488281,0.9735615,nan
2836,38,-78.97299999999997,9.679079055786133,0.973058,nan
2914,39,83.12099999999991,7.543057441711426,0.972317,nan
2977,40,-800.1469999999999,6.022939205169678,0.9717185,nan
3043,41,-144.387,7.8679094314575195,0.9710915,nan
3126,42,6.35199999999999,9.579347610473633,0.970303,nan
3217,43,82.28400000000002,8.525800704956055,0.9694385,nan
3296,44,-315.399,12.977412223815918,0.968688,nan
3355,45,-151.84100000000007,9.852045059204102,0.9681275,nan
3438,46,-218.877,8.005980491638184,0.967339,nan
3513,47,-619.2600000000001,9.393030166625977,0.9666265,nan
3600,48,-420.375,14.083958625793457,0.9658,nan
3672,49,-248.12200000000004,7.460836410522461,0.965116,nan
3753,50,-13.306000000000068,16.994836807250977,0.9643465,nan
3816,51,-191.6210000000001,9.797113418579102,0.963748,nan
3900,52,136.6129999999999,9.404983520507812,0.96295,nan
3986,53,-389.203,7.885316848754883,0.962133,nan
4088,54,-935.2539999999999,14.212190628051758,0.961164,nan
4204,55,85.34000000000002,8.86128044128418,0.960062,nan
4266,56,-124.51400000000012,9.948216438293457,0.959473,nan
4349,57,-147.49300000000005,15.250128746032715,0.9586845,nan
4430,58,-419.345,9.698567390441895,0.957915,nan
4506,59,-150.76100000000002,12.739330291748047,0.957193,nan
4566,60,-640.8729999999999,10.220263481140137,0.956623,nan
4660,61,-259.122,10.889654159545898,0.95573,nan
4725,62,-284.844,11.803966522216797,0.9551125,nan
4800,63,-266.8069999999999,11.365968704223633,0.9544,nan
4856,64,-174.19900000000007,10.564813613891602,0.953868,nan
4939,65,-326.64700000000005,8.179372787475586,0.9530795,nan
5021,66,-190.64699999999988,6.54864501953125,0.9523005,nan
5109,67,25.13599999999998,5.776914596557617,0.9514645,nan
5181,68,-11.37000000000019,7.949006080627441,0.9507805,nan
5254,69,-49.95400000000009,12.068145751953125,0.950087,nan
5310,70,-99.37199999999997,11.747254371643066,0.949555,nan
5391,71,-14.89700000000009,8.092691421508789,0.9487855000000001,nan
5470,72,-86.19400000000012,9.272132873535156,0.948035,nan
5585,73,80.59299999999976,7.52056360244751,0.9469425,nan
5644,74,-202.15899999999993,7.540219306945801,0.9463820000000001,nan
5726,75,-88.96400000000017,7.396230697631836,0.945603,nan
5801,76,-129.60300000000007,9.376446723937988,0.9448905,nan
5894,77,68.53100000000006,10.774824142456055,0.944007,nan
5973,78,-199.43400000000003,11.256802558898926,0.9432565,nan
6057,79,-263.83799999999997,8.54934310913086,0.9424585,nan
6142,80,-198.45,9.210319519042969,0.941651,nan
6218,81,78.85700000000008,9.429749488830566,0.940929,nan
6303,82,-510.86,13.477702140808105,0.9401215,nan
6360,83,-148.219,10.745964050292969,0.93958,nan
6431,84,-111.18399999999991,5.816823482513428,0.9389055,nan
6500,85,-67.93300000000013,8.116815567016602,0.93825,nan
6573,86,-306.9120000000001,7.183040618896484,0.9375565,nan
6636,87,-319.80300000000005,8.561800003051758,0.936958,nan
6713,88,-166.2929999999999,8.919759750366211,0.9362265,nan
6821,89,44.09899999999999,7.825771331787109,0.9352005,nan
6909,90,-360.4630000000001,9.643755912780762,0.9343645,nan
6985,91,-172.77199999999988,9.823038101196289,0.9336425,nan
7070,92,-6.307000000000045,15.634994506835938,0.932835,nan
7138,93,-572.442,7.2220458984375,0.932189,nan
7200,94,26.726,10.616083145141602,0.9316,nan
7293,95,-423.573,15.649170875549316,0.9307165,nan
7330,96,-158.66800000000003,6.535850524902344,0.930365,nan
7414,97,-342.94100000000014,6.714293479919434,0.929567,nan
7482,98,-206.7199999999999,8.530655860900879,0.928921,nan
7557,99,-249.68499999999992,9.23218822479248,0.9282085,nan
7644,100,-84.86000000000007,9.407968521118164,0.927382,nan
7699,101,-63.17399999999992,7.562335014343262,0.9268595,nan
7757,102,-247.08299999999997,11.618868827819824,0.9263085,nan
7822,103,-244.9670000000001,6.411182403564453,0.925691,nan
7884,104,-282.78200000000004,12.411857604980469,0.925102,nan
7955,105,-123.5400000000001,4.7175421714782715,0.9244275,nan
8041,106,-46.83199999999994,6.239844799041748,0.9236105,nan
8090,107,-195.19899999999993,10.219324111938477,0.923145,nan
8140,108,-201.21700000000004,7.741238117218018,0.92267,nan
8206,109,-204.452,10.337660789489746,0.9220430000000001,nan
