step,episode,return,loss,epsilon,eval_cost_per_order
86,0,-122.73600000000008,14.748682975769043,0.999183,nan
177,1,-111.36799999999997,14.949457168579102,0.9983185,nan
273,2,27.154999999999816,10.30935287475586,0.9974065,nan
369,3,-386.80199999999996,9.863019943237305,0.9964945,nan
438,4,-152.36400000000015,11.869241714477539,0.995839,nan
546,5,-872.5049999999999,17.081396102905273,0.994813,nan
624,6,-166.70699999999997,10.10080337524414,0.994072,nan
732,7,213.38799999999998,11.916535377502441,0.993046,nan
804,8,-87.25100000000018,12.781933784484863,0.992362,nan
916,9,-30.371000000000066,9.999361991882324,0.991298,nan
977,10,-54.27200000000009,7.650275230407715,0.9907185000000001,nan
1051,11,-489.44300000000004,8.569707870483398,0.9900155,nan
1155,12,46.236999999999824,15.232093811035156,0.9890275,nan
1235,13,-492.46600000000007,8.821208953857422,0.9882675,nan
1297,14,-240.003,11.05644416809082,0.9876785,nan
1355,15,-215.09699999999992,7.392718315124512,0.9871275,nan
1428,16,56.4200000000001,6.631127834320068,0.986434,nan
1521,17,-101.04300000000003,12.02432918548584,0.9855505,nan
1575,18,-194.23100000000008,13.63575267791748,0.9850375,nan
1652,19,0.5769999999997992,11.699162483215332,0.984306,nan
1734,20,-340.1960000000001,13.524951934814453,0.983527,nan
1802,21,-195.73900000000003,10.372145652770996,0.982881,nan
1891,22,-170.83499999999998,11.541845321655273,0.9820355,nan
1948,23,-182.56099999999995,13.205304145812988,0.981494,nan
2005,24,-63.198000000000064,9.426933288574219,0.9809525,nan
2080,25,-215.78100000000012,16.615276336669922,0.98024,nan
2168,26,229.00000000000006,10.17856216430664,0.979404,nan
2274,27,85.5699999999998,11.186394691467285,0.978397,nan
2355,28,-333.95800000000014,11.51489543914795,0.9776275,nan
2413,29,-191.70299999999997,11.622166633605957,0.9770765,nan
2507,30,95.66899999999977,9.70986557006836,0.9761835,nan
2584,31,-66.00400000000005,7.944051742553711,0.975452,nan
2644,32,-326.4770000000001,10.131037712097168,0.974882,nan
2715,33,-81.84300000000013,14.741737365722656,0.9742075,nan
2803,34,-416.64700000000005,12.069856643676758,0.9733715000000001,nan
2864,35,-273.5059999999999,10.656427383422852,0.972792,nan
2955,36,-34.590000000000046,14.691789627075195,0.9719275,nan
3021,37,-554.42,9.927562713623047,0.9713005,nan
3076,38,-396.595,13.55267333984375,0.970778,nan
3158,39,-132.80499999999998,18.2344970703125,0.9699990000000001,nan
3214,40,-25.65600000000002,13.624144554138184,0.969467,nan
3273,41,-571.814,6.647193431854248,0.9689065,nan
3331,42,-542.508,6.888856410980225,0.9683555,nan
3443,43,278.0160000000003,10.080764770507812,0.9672915,nan
3528,44,-676.4559999999999,14.701224327087402,0.966484,nan
3671,45,122.01699999999984,11.358402252197266,0.9651255,nan
3718,46,-172.5,13.0668363571167,0.964679,nan
3797,47,-242.77599999999995,16.944602966308594,0.9639285,nan
3869,48,-506.7589999999999,15.430781364440918,0.9632445,nan
3952,49,-377.457,5.929747581481934,0.962456,nan
4034,50,-498.6000000000001,15.490077018737793,0.961677,nan
4129,51,-106.2989999999999,14.647452354431152,0.9607745,nan
4181,52,-833.3949999999999,12.050146102905273,0.9602805,nan
4235,53,-229.006,11.367997169494629,0.9597675,nan
4312,54,-147.5180000000001,12.051694869995117,0.959036,nan
4370,55,-315.32,11.793662071228027,0.958485,nan
4457,56,-403.66600000000017,13.111013412475586,0.9576585,nan
4535,57,-414.79800000000006,21.7314453125,0.9569175,nan
4624,58,-136.33800000000002,5.75971794128418,0.956072,nan
4733,59,8.678999999999803,9.450490951538086,0.9550365,nan
4787,60,-86.02700000000007,8.860968589782715,0.9545235,nan
4845,61,-245.471,5.784615993499756,0.9539725,nan
4906,62,-486.298,10.957606315612793,0.953393,nan
4948,63,-144.32600000000005,14.57554817199707,0.952994,nan
5038,64,-154.31800000000004,7.469688415527344,0.952139,nan
5109,65,-397.9259999999998,7.836653709411621,0.9514645,nan
5203,66,-92.97500000000022,11.408303260803223,0.9505715,nan
5268,67,-543.5260000000001,8.805221557617188,0.949954,nan
5344,68,-32.77300000000018,16.440345764160156,0.949232,nan
5420,69,34.24699999999994,13.73085880279541,0.94851,nan
5533,70,-57.043000000000255,7.777480602264404,0.9474365,nan
5608,71,-471.13,9.30541706085205,0.946724,nan
5703,72,-337.00300000000004,12.467849731445312,0.9458215,nan
5768,73,-206.30599999999998,8.672481536865234,0.945204,nan
5850,74,-236.2220000000001,10.00232219696045,0.944425,nan
5907,75,-586.3839999999999,16.09584617614746,0.9438835,nan
5967,76,-632.639,10.686220169067383,0.9433135,nan
6093,77,-50.99900000000022,7.449982643127441,0.9421165,nan
6160,78,-55.51399999999998,7.239945411682129,0.94148,nan
6220,79,-271.203,7.36935567855835,0.94091,nan
6303,80,-433.7289999999998,10.808510780334473,0.9401215,nan
6354,81,-174.83899999999997,12.395805358886719,0.9396370000000001,nan
6417,82,-191.20600000000005,10.299507141113281,0.9390385,nan
6477,83,-229.64199999999988,10.161378860473633,0.9384685,nan
6558,84,-152.35200000000003,9.91620922088623,0.9376990000000001,nan
6645,85,27.587000000000216,11.173417091369629,0.9368725,nan
6697,86,-104.57299999999995,12.929588317871094,0.9363785,nan
6775,87,-83.67000000000004,7.3856611251831055,0.9356375,nan
6846,88,-339.83099999999996,16.396286010742188,0.934963,nan
6930,89,-343.8290000000001,9.458047866821289,0.934165,nan
7023,90,-204.40899999999996,12.367734909057617,0.9332815,nan
7085,91,-313.36600000000004,8.191158294677734,0.9326925,nan
7178,92,-715.6530000000001,11.471451759338379,0.931809,nan
7268,93,-316.96500000000003,15.213354110717773,0.9309540000000001,nan
7340,94,-225.52600000000004,11.08984375,0.93027,nan
7403,95,-227.10099999999994,19.538129806518555,0.9296715,nan
7469,96,-340.2990000000001,3.930713176727295,0.9290445,nan
7547,97,112.17699999999985,15.005755424499512,0.9283035,nan
7620,98,-174.162,12.758254051208496,0.92761,nan
7682,99,-196.19699999999997,12.234628677368164,0.927021,nan
7743,100,-137.8950000000001,8.235090255737305,0.9264415,nan
7808,101,-116.49800000000005,15.807015419006348,0.925824,nan
7918,102,-63.89000000000027,12.885794639587402,0.924779,nan
7984,103,-145.88099999999994,9.577180862426758,0.924152,nan
8045,104,-39.96299999999993,7.980057716369629,0.9235725,nan
8178,105,131.5799999999997,8.734241485595703,0.922309,nan
