step,reward
59,-51.78000000000007
100,26.94199999999995
149,-509.51700000000005
183,-63.03300000000002
230,-386.634
267,-3.0179999999999723
305,-17.96600000000008
342,-18.015999999999934
434,-1018.8599999999997
481,-216.861
516,-18.031000000000063
554,26.953000000000003
584,-93.02600000000012
621,11.95899999999991
657,-3.0189999999999344
695,11.930000000000035
729,-113.79499999999997
765,-89.5
803,-2.9879999999999995
841,26.970999999999947
876,-130.01
908,-98.227
945,-39.80399999999995
980,-24.08400000000008
1014,-78.01600000000008
1049,-48.041000000000025
1087,30.89100000000002
1125,41.96000000000001
1161,11.998999999999995
1204,-251.1649999999999
1253,-212.327
1296,-159.84799999999996
1345,-140.35100000000006
1385,-160.53900000000004
1431,-227.53199999999993
1476,-129.21099999999996
1512,-3.261999999999972
1563,-285.68699999999995
1596,-92.84799999999998
1634,-78.23900000000006
1677,-174.80699999999996
1714,11.963999999999999
1751,-18.029999999999994
1807,-405.8430000000001
1845,-83.359
1880,-18.04299999999995
1929,-341.6759999999999
1967,-18.431000000000004
2011,-149.856
2054,-45.099999999999916
2100,-298.7190000000001
2133,-93.08500000000005
2166,-53.74499999999995
2203,12.029000000000025
2239,-63.30999999999997
2274,-78.029
2331,-404.3170000000001
2363,-77.995
2401,11.963000000000008
2438,-108.36300000000003
2473,-3.0020000000000095
2504,-68.62699999999995
2537,-63.02399999999997
2570,-48.035
2609,-33.03400000000005
2645,-3.0159999999999627
2683,-83.15599999999998
2725,9.487000000000066
2757,-62.990000000000066
2796,-33.35900000000001
2843,-3.4400000000000546
2878,-18.037999999999954
2931,-180.07299999999998
2963,-108.01699999999997
2996,-78.006
3039,-93.52799999999999
3081,-98.97799999999997
3119,26.981999999999942
3153,-33.013000000000034
3189,-61.108
3226,-108.48000000000006
3257,-77.98100000000005
3292,-38.29299999999995
3342,-330.8139999999999
3377,-33.04000000000002
3409,-48.00799999999998
3452,-144.799
3503,-505.846
3540,-138.01999999999998
3587,-180.41300000000004
3624,-8.244000000000028
3666,11.508999999999979
3698,-98.41599999999994
3730,-143.24400000000006
3765,-63.03099999999998
3798,-63.035000000000025
3843,-189.61800000000005
3891,-399.079
3930,-84.2100000000001
3972,-104.73599999999993
4006,-63.041
4035,-92.92699999999999
4074,41.986000000000004
4108,-77.94700000000003
4147,26.952000000000055
4181,-78.03599999999999
4228,-174.24699999999999
4263,-48.0389999999999
4303,-48.383999999999986
4345,71.86199999999994
4385,-345.2789999999999
4431,-43.92400000000001
4471,-48.36600000000003
4517,-81.77999999999989
4549,-63.02000000000001
4585,-78.04200000000006
4635,-369.957
4668,-33.03499999999997
4706,26.941000000000003
4743,-118.68200000000006
4804,-98.08499999999998
4837,-48.01699999999994
4873,-123.01100000000008
4905,-78.019
4945,41.991999999999955
4999,-353.13199999999995
5036,-48.00100000000003
5074,-3.033000000000058
5107,-84.70400000000006
5143,-3.030000000000001
5179,-18.04400000000001
5228,-281.07099999999997
5260,-48.003000000000014
5299,11.957999999999963
5346,-91.09699999999994
5384,-108.02100000000011
5424,11.958000000000055
5458,-18.0180000000002
5493,-3.021000000000072
5532,-219.859
5573,11.971000000000046
5626,-299.32099999999997
5661,-63.003000000000014
5714,-130.32799999999997
5748,-78.00600000000009
5797,-166.49900000000005
5838,-114.2060000000001
5877,-67.15000000000003
5914,-63.05100000000004
5945,-77.99700000000007
5980,-78.04599999999998
6014,-17.984000000000066
6062,-319.01599999999996
6117,-132.202
6161,-25.34200000000018
6196,-13.314000000000021
6235,-3.326000000000036
6274,36.25299999999995
6308,-48.02000000000007
6350,-168.10100000000006
6387,12.036999999999942
6425,-115.62399999999994
6461,-54.10899999999997
6495,-33.02400000000004
6544,-204.03500000000014
6580,-3.004000000000019
6619,-63.07100000000008
6662,-225.707
6698,12.018999999999892
6737,-218.20899999999997
6771,-33.02199999999999
6812,-119.84200000000003
6847,-48.01900000000001
6882,-2.937000000000026
6917,-93.02300000000005
6958,11.485999999999962
6993,-33.02000000000003
7034,-100.07299999999995
7073,-153.02800000000002
7109,-3.0370000000000346
7156,-288.7850000000001
7188,-137.99100000000004
7225,-9.77600000000001
7267,-376.603
7305,21.167
7340,-17.965000000000032
7375,-48.00400000000003
7409,-48.00399999999996
7465,-564.648
7500,-48.03499999999991
7555,-336.073
7598,-288.78
7641,-128.88200000000003
7675,-33.01000000000005
7719,-138.64799999999994
7756,-24.460000000000008
7790,-54.41699999999994
7826,-48.03199999999998
7870,-226.13499999999993
7904,-53.23900000000002
